a,b,c,d,SMILES
1294,0.661,0.358,3.994,CC(O)=CON
1296,0.758,0.308,4.393,C=CCCON
1297,0.633,0.365,4.795,CC(C=O)ON
1299,0.585,0.507,5.008,C=C1CCC(ON)O1
1300,0.678,0.304,4.308,CCON=CO
1301,0.67,0.424,4.467,C#CC(C)OC
1302,0.613,0.36,5.266,CC(N)C(C=O)ON
1303,0.635,0.203,4.488,C#CCON=C
1304,0.691,0.474,5.101,C=CNOC(=O)CO
1305,0.79,0.464,4.508,NCC=CC(=O)O
1306,0.58,0.318,4.288,CC#CON
1309,0.653,0.48,4.293,CC1=CCNOC1=O
1310,0.615,0.426,4.269,CC1CC=NO1
1311,0.918,0.428,4.022,CC(C)O
1312,0.804,0.355,4.543,NOCCCO
1313,0.691,0.266,4.48,NOC(=O)C=CO
1314,0.766,0.443,4.55,CCCCON(C)O
1317,0.775,0.341,5.369,CC(=O)C(=O)ON
1322,0.642,0.394,4.989,C=CC(CCN)ON
1323,0.69,0.335,4.437,C=C=CCCCON
1324,0.662,0.226,4.813,C#CCCON=O
1325,0.786,0.307,4.836,CCCCON=O
1327,0.636,0.292,5.484,C=C=NOC(=O)CN
1328,0.694,0.236,4.338,C=C(C)CONCO
1330,0.74,0.417,4.271,C=C(C)CONC
1331,0.642,0.242,5.29,N=CNOC(=O)CO
1332,0.631,0.288,5.041,CN=CC(=O)OON
1333,0.72,0.317,4.203,CNOC(=O)C=C(C)O
1335,0.584,0.321,4.156,CNOC(=O)C(O)C#CO
1337,0.651,0.357,4.778,CCC(N)ON
1338,0.667,0.345,5.647,CN=CC(=O)ON
1340,0.66,0.522,4.791,CC(=O)ON(C)N(C)ON
1341,0.677,0.198,4.877,O=CC(=O)ONCO
1343,0.713,0.356,4.52,CCC(=O)ON(N)N
1347,0.562,0.421,5.042,CC1=NNOC1O
1349,0.64,0.311,5.4,C=C=CC(=O)ONC
1350,0.775,0.503,4.777,CCC(=O)ONC
1352,0.55,0.266,4.905,CNOC(C)(O)C=N
1353,0.6,0.233,5.765,N=C(C#CO)C(=O)ON
1354,0.643,0.476,4.535,N#Cc1n[nH]oc1=O
1355,0.763,0.42,4.993,CCC(=O)C(=O)ONC
1357,0.67,0.528,4.556,C=CN(O)OC(C)=O
1358,0.676,0.394,5.413,C#CCC(=O)ONC
1359,0.643,0.285,4.564,C#CCON(C)N
1360,0.729,0.396,4.391,CC(N)CC(O)O
1361,0.647,0.214,4.539,C=NOCC#CC
1362,0.668,0.296,4.759,C=C=NOCCC
1365,0.623,0.419,5.537,CCC(C=N)C(=O)ON
1366,0.555,0.427,4.787,C=NC(C)C(C)ON
1367,0.577,0.396,4.688,C=CC(N)C(C)ON
1369,0.535,0.303,4.304,C=C=NOC(C)N
1371,0.651,0.175,4.534,C#CCONC(C)=N
1372,0.666,0.412,4.325,CCC(C)ONCO
1374,0.789,0.402,4.54,CCCONC
1377,0.815,0.475,4.208,CC=CC(=O)O
1381,0.735,0.259,4.595,NOC(=O)C(O)O
1382,0.56,0.257,5.108,CC#CC(N)ON
1384,0.69,0.285,4.678,C=CC(=O)CONN
1385,0.586,0.316,5.63,CN=NOC(=O)C=N
1386,0.663,0.221,4.84,CC#CCON=O
1387,0.657,0.525,5.147,CCC(C)ONNC
1388,0.587,0.485,4.489,CC1CC=CNO1
1389,0.667,0.445,5.77,CC(CCO)ONO
1390,0.585,0.27,4.884,C=C=C(O)ON
1391,0.447,0.309,4.418,O=C1C=C=C=NO1
1392,0.625,0.314,5.158,C=CCC(C)(O)ON
1393,0.532,0.227,5.125,N=CC(O)ON
1396,0.54,0.244,4.862,CC(O)(C=N)ON
1399,0.716,0.527,4.56,CC(C)C(C)ON
1400,0.681,0.474,4.564,CNOCC(C)N
1401,0.737,0.539,4.576,CCC(C)CON
1403,0.791,0.501,4.326,CC(C)CON
1404,0.715,0.194,4.503,CNOC(=O)C(=O)N(C)N
1405,0.631,0.274,4.445,NOC(=O)C=NC=O
1406,0.614,0.383,5.31,CC(C=N)C(=O)ON
1407,0.639,0.393,4.232,CNOC(=O)CC=N
1408,0.591,0.277,5.634,N=CN=CC(=O)ON
1409,0.764,0.382,4.784,CNOC(=O)C(C)=O
1410,0.653,0.439,4.389,C=CC(CC)CON
1411,0.42,0.429,4.009,C=C1C#CNOC1
1412,0.637,0.418,4.706,C#CC(=C)CONC
1413,0.645,0.331,4.428,C=C(C)C(OC)ON
1414,0.571,0.419,4.109,C=C1C=NOC1
1415,0.602,0.372,4.83,COC(C#N)ON
1417,0.653,0.51,4.76,C=CNOC(=O)C(C)O
1419,0.73,0.273,4.887,CC(O)(O)ON
1422,0.803,0.431,4.801,CCCNOC(C)=O
1427,0.781,0.396,5.221,CCCNOC(=O)CN
1438,0.672,0.4,5.074,CN(NO)OC(=O)CO
1440,0.652,0.441,4.645,CNN(O)N(O)OC(C)=O
1441,0.679,0.392,5.542,CC(=O)ONNO
1442,0.686,0.471,5.462,CC(=O)ON(C)NO
1444,0.62,0.377,5.615,CONOC(=O)C=N
1445,0.642,0.469,5.251,CC(=O)ON(C)NON
1447,0.647,0.46,5.032,CC1CC(=O)ON1
1448,0.733,0.329,5.09,CCCNOC(=O)C#N
1449,0.711,0.468,4.144,C=CCCN(O)OC(C)=O
1452,0.809,0.465,4.246,C=C(O)CC
1460,0.79,0.491,4.499,CCC(O)CO
1463,0.726,0.198,4.817,O=CC(=O)OO
1469,0.579,0.377,4.874,C#CC(C)ONO
1472,0.593,0.443,4.393,O=C1CC=NNO1
1480,0.656,0.443,5.431,CC(CCN)ONO
1481,0.657,0.557,4.511,CCC(C)ONOC
1482,0.693,0.544,5.017,CCCC(C)ONO
1483,0.742,0.572,4.616,CCCN(O)OC(C)=O
1489,0.696,0.407,4.591,C=CC(=O)ON(C)O
1490,0.712,0.471,4.846,C=CC(=O)ONC(=C)CC
1491,0.646,0.531,4.644,CCC1CC(=O)ON1
1493,0.539,0.394,4.451,NC1=C=CNOC1=O
1502,0.782,0.516,4.554,COCC(C)N
1503,0.631,0.279,4.902,CONOC(=O)C=NN
1504,0.669,0.343,5.449,CC(=O)ONCC(C)(N)O
1513,0.657,0.265,4.574,CNOC(=O)C=NN
1530,0.717,0.484,4.352,Cc1cn(C)oc1=O
1535,0.737,0.414,5.445,CC=CC(=O)ONC
1537,0.638,0.428,4.655,CCC(C)ON=N
1539,0.726,0.539,5.441,CCC(C)C(N)C(=O)ON
1540,0.662,0.422,4.645,C=CCC(C)ON
1544,0.696,0.448,4.488,C=CC(O)CO
1547,0.682,0.525,4.308,CONN(C)OC(C)=O
1555,0.761,0.577,5.124,CCC(C)CC(=O)ON
1557,0.857,0.55,5.372,CCCCC(=O)ON
1565,0.845,0.606,4.295,CCC(C)CC(=O)O
1570,0.722,0.289,4.53,C=NOC(=O)CC
1571,0.794,0.427,5.374,C=CCCC(=O)ON
1572,0.695,0.378,4.755,CC(ON)OCCO
1573,0.763,0.541,4.84,CC(CO)CCC(=O)ON
1574,0.834,0.508,5.397,CCCC(=O)ON
1575,0.821,0.467,4.426,O=C(O)C=CCO
1576,0.776,0.395,4.219,NOC(=O)CCC=O
1577,0.751,0.541,5.293,CC(CCO)CC(=O)ON
1583,0.813,0.346,5.204,C=CCCCC(=O)ON
1584,0.729,0.342,5.157,C=CCC=CC(=O)ON
1586,0.805,0.474,5.067,C=C(C)CCCC(=O)ON
1588,0.862,0.446,5.281,COCCCCC(=O)ON
1591,0.846,0.403,4.413,NOC(=O)CCCCO
1592,0.737,0.602,5.148,CCC(C)CC(=O)ONC
1593,0.845,0.526,4.295,CCC=CC(=O)O
1599,0.648,0.444,5.396,CC(CC=N)CC(=O)ON
1604,0.718,0.472,5.028,C=CCC(C)CC(=O)ON
1605,0.723,0.446,5.119,CCC(C)CC(=O)ON=O
1606,0.754,0.421,5.405,NOC(=O)C(N)CCCO
1607,0.747,0.512,5.295,CCC(O)CC(=O)ON
1620,0.781,0.476,5.088,CC=C(C)CCC(=O)ON
1627,0.715,0.506,4.175,CNOC(=O)CC(C)O
1633,0.705,0.417,5.454,C=CC(=O)ONCC(C)O
1634,0.824,0.534,5.291,CC(C)CC(=O)ON
1645,0.711,0.576,5.423,CC(CC#N)CC(=O)ON
1648,0.681,0.546,4.453,C=C(NOC(C)=O)C(C)O
1652,0.709,0.422,5.319,C=CCC(O)CC(=O)ON
1654,0.693,0.437,4.158,CC(N)CON
1659,0.653,0.383,5.34,CCC(C)(O)ON
1661,0.791,0.432,4.549,NOC(=O)CCO
1664,0.709,0.508,4.514,CCC(CO)CON
1668,0.701,0.316,4.49,CCCON=N
1671,0.797,0.439,5.108,NOCCC(N)=O
1672,0.702,0.289,4.387,C#CCCON
1675,0.692,0.392,5.433,CCCC(O)ON
1676,0.727,0.388,5.484,CC(=N)CC(=O)ON
1682,0.672,0.413,5.234,CCC(C)C(O)ON
1686,0.66,0.32,4.663,C#CC(=O)ONOCC
1688,0.68,0.531,4.882,CC(=O)ON(O)CC(C)O
1689,0.765,0.467,4.394,CNOC(=O)CCN
1690,0.787,0.489,5.128,CCC(=O)NOC(=O)CO
1695,0.77,0.471,5.11,C=C(C)CCC(=O)ONC
1699,0.688,0.329,5.341,N=C(CN)CC(=O)ON
1705,0.85,0.449,4.106,NC(=O)CCO
1707,0.779,0.5,4.278,CC(=O)ONC(=O)CC#N
1717,0.867,0.478,4.063,O=C(O)CCO
1725,0.648,0.358,4.838,CNOC(=O)C=N
1731,0.818,0.509,4.381,CCC(=O)NOC(C)=O
1741,0.733,0.506,4.615,CC(=O)ONCC(C)O
1751,0.737,0.542,5.44,CCC(=O)ONCC(C)O
1752,0.66,0.316,4.996,CCC(O)N(N)OC(C)=O
1753,0.732,0.42,4.949,CC(=O)ONCC(O)CO
1754,0.791,0.486,5.403,CCC(=O)NOC(=O)CN
1755,0.83,0.545,4.668,CCONC(=O)CC
1756,0.801,0.325,4.169,NOC(=O)CCCC=O
1757,0.728,0.468,4.504,CC(=O)ON(C)O
1758,0.624,0.545,5.165,C=CCC1CC(=O)ON1
1760,0.803,0.501,4.208,C=CCC(=O)O
1762,0.792,0.452,5.192,C=C(C)CCC(=O)ON
1769,0.743,0.452,5.061,C=C(CC)CC(=O)ON
1776,0.721,0.46,4.557,O=C1CCCNO1
1781,0.641,0.397,4.017,CC#CO
1783,0.725,0.226,5.332,CCCNOC(=O)C(=N)O
1786,0.766,0.47,4.571,CNOC(=O)CCO
1787,0.729,0.48,4.965,CNOC(=O)CCON
1796,0.705,0.416,5.311,CC(=CO)CC(=O)ON
1802,0.761,0.577,5.404,CCCC(C)C(=O)ON
1804,0.666,0.437,5.231,CCC(C)CC(O)ON
1806,0.758,0.344,4.15,C=CCCNOC(C)=O
1807,0.678,0.42,5.284,CC(CO)C(O)C(=O)ON
1808,0.74,0.505,5.324,CC(CO)CC(=O)ON
1809,0.759,0.422,5.386,C=C(CCCO)C(=O)ON
1811,0.65,0.313,5.347,C=C=C(CO)C(=O)ONC
1817,0.717,0.535,4.348,CNOC(=O)CC(C)CO
1819,0.722,0.424,5.584,CCCC(=N)C(=O)ON
1822,0.77,0.605,5.039,CCCC(C)CC(=O)ON
1823,0.82,0.552,4.208,CC(CO)CC(=O)O
1825,0.641,0.449,4.559,O=C1C=CCNO1
1829,0.824,0.476,4.368,NOC(=O)CCCO
1830,0.908,0.523,4.434,O=C(O)CCCO
1831,0.723,0.505,5.595,CC(CCO)C(=O)ON
1840,0.797,0.504,4.428,CNOC(=O)CCCO
1846,0.853,0.454,4.19,CC(O)C(=O)O
1847,0.753,0.424,5.326,CC(=N)CCC(=O)ON
1871,0.668,0.331,4.887,C=CC(=O)ONC(O)CC
1872,0.688,0.413,4.443,CCC(O)NOC(C)=O
1875,0.821,0.537,4.701,CC(=O)ONC(=O)C(C)C
1883,0.722,0.529,5.385,CCCN(O)OC(=O)CO
1884,0.799,0.418,4.897,CCCCNOC(=O)CO
1886,0.636,0.48,4.449,O=c1cc[nH]o1
1889,0.678,0.397,5.06,CC(=O)ON(N)CC(C)O
1890,0.696,0.471,5.514,C=CNOC(=O)CN
1897,0.838,0.421,4.167,CCC(O)O
1899,0.858,0.451,4.15,C=CC(=O)O
1903,0.859,0.47,4.393,CNCC(=O)O
1930,0.708,0.46,4.841,CNOC(=O)C(C)O
1934,0.696,0.507,4.99,Cc1cc(=O)o[nH]1
1938,0.781,0.503,4.271,CCNOC(C)=O
1951,0.616,0.395,5.521,C=CNOC(=O)C=N
1957,0.645,0.421,5.074,C#CC(C)CC(=O)ON
1969,0.733,0.512,5.846,CCCC(O)C(=O)ON
1970,0.807,0.428,5.202,CCCCC(=O)ON=O
1976,0.637,0.148,4.848,N#CC(=O)ON=C=O
1981,0.668,0.347,5.258,CCC(N)(O)CC(=O)ON
1991,0.656,0.45,4.847,O=C1CCN(O)O1
1999,0.776,0.397,4.141,C#CC(=O)O
