a,b,c,d,SMILES
3367,0.798,0.405,4.951,CCCN(N)CC(=O)O
3368,0.74,0.38,4.562,O=C(OO)C1CCCN1
3369,0.762,0.599,4.647,C=C1CCCC=C1C(=O)O
3370,0.894,0.638,4.622,CCCC(=O)CCCC(=O)O
3371,0.838,0.667,4.751,CC(C)C(C)CCCC(=O)O
3372,0.847,0.603,5.209,CCCCC(NC)C(=O)O
3373,0.794,0.612,4.917,CCC(C)C(NC)C(=O)O
3374,0.677,0.62,5.453,CCC(C)C(N)C(C)(N)C(=O)OC
3375,0.751,0.666,5.471,CCCC(C)CC(C)(N)C(=O)OC
3376,0.939,0.438,4.692,CCCCCCCC(=O)OC
3377,0.834,0.58,5.089,CCCCC(=N)CCC(=O)O
3378,0.741,0.59,4.692,C=C(CCCC)C(O)C(=O)O
3379,0.885,0.474,4.866,C=C(C)CCCCCC(=O)O
3380,0.822,0.615,4.716,CCCC(N)CCCC(=O)O
3381,0.781,0.596,4.312,CCCC(C)(O)C(=O)OC
3382,0.793,0.622,4.667,CCC(C)(O)CCC(=O)O
3383,0.646,0.542,4.62,C=C=C(CC)C(O)CO
3384,0.783,0.552,4.265,CCC(=O)CC(O)CO
3385,0.778,0.621,4.637,C=C(CCC(=O)O)C(C)CC
3387,0.633,0.404,4.629,CC=C=CC1CCC(=O)O1
3390,0.759,0.355,4.85,C#CCCCCC(=N)C(=O)O
3392,0.764,0.553,5.095,COC(=O)CCC(N)C#N
3394,0.77,0.636,4.846,CCCC(C)CC(O)C(=O)O
3395,0.769,0.636,4.841,CCC(C)CCC(O)C(=O)O
3396,0.866,0.572,4.684,CC(C)CC(=O)C(=O)O
3397,0.78,0.479,4.654,C=C(CC=CCC)C(=O)O
3398,0.754,0.59,4.755,C=C(CCC)CC(O)C(=O)O
3401,0.759,0.461,4.717,CC=CCC(N)C(=O)OC
3402,0.771,0.433,4.819,C=CCC(N)C(=O)OC
3404,0.658,0.46,5.516,CC=CCC(N=N)C(=O)O
3405,0.806,0.594,4.569,CCCC(C)(N)C(=O)OC
3407,0.721,0.389,5.505,CCCC(C(=O)O)N(O)CO
3411,0.927,0.603,4.896,CC(C)CCCCCC(=O)O
3413,0.836,0.589,4.756,CCCCC(O)C(=O)O
3414,0.792,0.621,4.822,C=C(C)CCC(C)CC(=O)O
3415,0.845,0.608,4.609,CCCCC(O)CC(=O)O
3416,0.777,0.57,5.848,CCCCC(O)CC(=O)ON
3417,0.749,0.603,4.671,CC1C=C(C(=O)O)CCC1
3418,0.662,0.585,4.883,C=C1CC(C)N=C1C(=O)O
3419,0.841,0.579,4.496,O=C(O)C1=CCCCC1
3424,0.732,0.36,4.493,CCCC(N)C(=O)OC(C)=N
3425,0.848,0.595,4.601,O=C(O)CC1=CCCCC1
3426,0.814,0.621,4.857,C=C(CCC(C)C)CC(=O)O
3427,0.778,0.465,4.826,NN1CCCC1C(=O)O
3430,0.623,0.241,5.511,CC=CC(O)(NO)C(=O)O
3434,0.752,0.62,4.731,C=CC(CC(=O)O)CC(C)C
3436,0.812,0.61,4.752,C=C(CC(=O)O)CC(C)C
3440,0.824,0.597,4.52,C=C(CCCC)CC(=O)O
3441,0.664,0.331,5.526,CCCC(C)(NO)C(O)O
3442,0.744,0.588,4.719,C=C(CCCC)C(N)C(=O)O
3446,0.845,0.611,4.549,CCC(C)=CCCC(=O)O
3447,0.835,0.667,4.855,CC(C)CCC(C)CC(=O)O
3448,0.8,0.639,4.55,CC1CCC(CC(=O)O)C1
3449,0.798,0.616,4.646,CCC(C)CC(=O)CC(=O)O
3468,0.791,0.615,4.795,CCCCCC(C#N)C(=O)O
3470,0.854,0.586,4.341,CCC=CCCC(=O)O
3471,0.746,0.61,4.446,C=C(CC)C(C)CC(=O)O
3474,0.841,0.575,4.728,CC(CCCCCO)C(=O)O
3476,0.821,0.605,4.875,CCCCC(CO)C(=O)O
3482,0.686,0.415,5.16,NC1CCNC1C(=O)O
3483,0.781,0.586,4.381,CC(=O)C(C)CCO
3486,0.813,0.616,4.966,CCCCC(=O)C(C)C(=O)O
3488,0.864,0.567,4.932,CCCCCC(N)C(=O)O
3493,0.799,0.455,4.516,C#CCCC(=O)CC(=O)O
3496,0.882,0.59,4.517,CCCCC(=O)CC(=O)O
3503,0.823,0.553,4.57,CCCCC(=O)CC(O)O
3507,0.792,0.56,4.652,CC(N)CCC(=O)CC(=O)O
3514,0.785,0.458,4.673,CCCCC(=O)C(=N)C(=O)O
3517,0.928,0.601,4.546,CC(C)CCCCC(=O)O
3521,0.864,0.668,4.621,CCC(C)(C)CCCC(=O)O
3523,0.82,0.51,4.289,C#CCCC(=O)O
3527,0.776,0.419,4.268,CC1CCC(=O)O1
3531,0.787,0.544,4.497,CCCC(=N)CCCO
3532,0.805,0.575,4.773,CCCCC(=N)CC(=O)O
3535,0.859,0.588,4.399,CC(=O)CCC(=O)CC(=O)O
3537,0.81,0.547,4.139,CC1=C(C(=O)O)C(=O)CC1
3543,0.668,0.579,4.717,CCCC1NN(C)COC1=O
3562,0.871,0.538,4.293,C=CCCC(=O)O
3575,0.783,0.621,4.862,C=C(CCC(C)CC)C(=O)O
3578,0.791,0.495,5.062,CCC(C)CCCC(=O)OO
3584,0.757,0.621,4.97,C=C(CC(=O)O)CC(C)CC
3592,0.851,0.575,4.892,CC(N)CCCCCC(=O)O
3599,0.709,0.563,4.346,CC#CC(C)CC(=O)O
3611,0.789,0.577,4.602,CCC(C)CCCC(O)O
3615,0.796,0.667,4.825,CCC(C)C(C)CCC(=O)O
3618,0.796,0.602,4.875,CCCC(CN)CC(=O)O
3627,0.742,0.539,4.637,C=C1CCCC1C(=O)O
3631,0.821,0.642,4.368,CC(=O)CC(C)CC(=O)O
3640,0.812,0.56,5.019,CCCCC(N)C(=O)C(=O)O
3641,0.829,0.642,4.535,CCCC(CC)CC(=O)O
3651,0.774,0.531,4.772,CCC(O)C(O)CCC(=O)O
3652,0.863,0.463,4.312,CC=CCCCC(=O)O
3654,0.755,0.588,4.761,C=C(CCC(=O)O)C(N)CC
3655,0.767,0.482,4.663,CCCC(N)(N)CC(=O)O
3656,0.833,0.575,4.751,CCC(N)CCCCC(=O)O
3657,0.833,0.575,4.982,CCCCCC(N)CC(=O)O
3661,0.847,0.472,4.577,CCCCC=CCC(=O)O
3679,0.881,0.472,4.517,C=C(C)CCCCC(=O)O
3682,0.93,0.557,4.436,O=C(O)C1CCCC1
3684,0.821,0.514,4.448,CCOC(=O)C(N)CCO
3685,0.812,0.634,4.932,CC(C)CCC(N)CC(=O)O
3692,0.837,0.629,4.233,O=C(O)CC1CCCCO1
3723,0.611,0.528,4.968,O=C(O)C1N=NCCC1O
3724,0.74,0.571,4.787,CCC=CC(N)CC(=O)O
3747,0.774,0.59,4.549,CC(C)CC#CCC(=O)O
3751,0.815,0.607,4.601,CC1CCCC(C(=O)O)C1
3778,0.862,0.6,4.437,CC(C)CC(=O)CC(=O)O
3782,0.709,0.449,4.875,CCC(O)(NC)C(=O)O
3796,0.748,0.601,5.339,CCCCC(CC(=O)O)N=O
3797,0.842,0.439,4.893,N=CCCCCCCC(=O)O
3802,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
3809,0.844,0.476,4.552,CC#CCCCCC(=O)O
3815,0.758,0.621,4.838,C=C(CC)C(C)CCC(=O)O
3823,0.807,0.659,4.654,CCC(=O)CC(C)CC(=O)O
3824,0.92,0.551,4.887,NCCCCCCCC(=O)O
3828,0.779,0.614,4.908,C#CCCC(C)CCC(=O)O
3829,0.851,0.642,4.477,CCCC(C)CCC(=O)O
3846,0.828,0.659,4.676,CC(=O)C(C)CCCC(=O)O
3848,0.941,0.436,4.449,CCCCCCC(=O)OC
3855,0.831,0.586,4.361,CCCC=CCC(=O)O
3867,0.872,0.472,4.585,C=C(CCCCC)C(=O)O
3875,0.785,0.58,4.57,CCC(=O)CCC(=N)C(=O)O
3884,0.681,0.43,4.646,C=C1CC(=O)OC1CCC
3892,0.74,0.605,4.377,CC1CCC(C(=O)O)C1C
3905,0.87,0.581,4.524,O=C(O)CCCC(=O)CCO
3907,0.872,0.463,4.322,CCCCC=CC(=O)O
3909,0.771,0.6,4.731,C=CC(CCC)CCC(=O)O
3910,0.917,0.654,4.645,O=C(O)CCC1CCCC1
3919,0.801,0.6,4.696,C=CCC(C)CCCC(=O)O
3923,0.801,0.602,4.533,CC(O)C(=O)CCCC(=O)O
3925,0.792,0.667,5.051,CCCC(C)CC(C)C(=O)O
3927,0.763,0.617,4.755,C=C=C(CCCC)CC(=O)O
3947,0.728,0.588,4.709,C=C(CC(=O)O)CC(N)CC
3969,0.915,0.614,4.527,O=C(O)CC1CCCC1
3978,0.857,0.572,4.474,CC(C)C(=O)CC(=O)O
3997,0.773,0.617,4.757,C=C(C)CCC(=C)CC(=O)O
