a,b,c,d,SMILES
331,0.619,0.37,4.142,C#CCC=CO
332,0.697,0.378,4.048,C=C(C)C=CO
333,0.657,0.416,4.066,CCC#CO
334,0.854,0.456,4.465,CC(=O)CN
335,0.791,0.434,4.469,CC(O)CN
337,0.806,0.455,4.099,CCCC#N
338,0.58,0.349,4.672,CC(C=N)C(=N)O
339,0.892,0.475,4,CCCOC
340,0.896,0.493,4.603,COCCCN
342,0.68,0.412,4.48,COCCC=C=N
345,0.733,0.448,4.14,CC=CCN
346,0.603,0.303,4.826,C=CC(NO)OC
347,0.711,0.346,4.025,C=CCC=O
348,0.797,0.472,4.105,C=CCCO
349,0.783,0.304,4.791,CCCCONN
351,0.741,0.286,4.53,CCCONN
352,0.88,0.364,4.222,C=CCCCC
353,0.588,0.253,4.478,CC#CONN
355,0.766,0.306,4.752,NOCCCC=O
356,0.734,0.376,4.232,CC#CCC
357,0.796,0.399,4.44,CCCOCN
358,0.814,0.534,4.51,CC(O)CCCO
359,0.843,0.37,4.2,C=CCCOC
360,0.809,0.4,4.033,C=CCC
363,0.709,0.239,5.045,CC(=N)ON
364,0.654,0.422,4.557,C=CC(CC)ON
367,0.706,0.329,4.379,C=C(O)OOCC
369,0.59,0.398,4.977,CCC(C=N)ON
371,0.71,0.505,4.597,CCC(C)ON
372,0.773,0.53,4.215,C=CCCC(C)O
378,0.811,0.404,3.956,CCC#N
379,0.648,0.399,5.439,CC(CC=O)ON
380,0.687,0.444,4.281,N=CCCO
382,0.717,0.475,4.443,CC(C=O)CO
383,0.677,0.318,4.46,CC(C=O)COO
384,0.74,0.391,4.355,CC(C=O)C(=O)O
386,0.794,0.468,4.3,N#CCCO
387,0.563,0.357,4.486,N=C=CCON
388,0.583,0.441,4.448,CN=C=CCO
390,0.555,0.305,4.587,N#COCC=C=N
391,0.74,0.52,4.644,CC(N)=CCCN
392,0.902,0.513,4.121,CCCCO
394,0.697,0.475,4.483,CN=CCCO
395,0.564,0.383,4.932,CN=C=CCON
396,0.598,0.42,4.936,CN=C=C(N)CO
397,0.815,0.537,4.184,CCCC(C)O
398,0.413,0.397,4.101,C1=CCON=1
399,0.743,0.45,4.202,CC(C)C=N
400,0.703,0.524,4.474,CC(N)=CCC#N
401,0.761,0.509,4.437,CCC=C(C)N
407,0.791,0.414,4.263,CC=CCC
409,0.65,0.329,4.21,N=CC=O
410,0.809,0.434,4.317,CC(N)CO
414,0.767,0.362,4.029,C#CCC
415,0.641,0.358,4.015,C#CC=C
417,0.819,0.428,4.174,CCC=C(C)C
418,0.618,0.437,4.652,C=CC(C)C#N
420,0.626,0.338,4.958,N=CCCC(N)O
421,0.746,0.503,4.683,CC=C(C)NC
424,0.742,0.349,4.668,CC(N)(O)CO
425,0.728,0.498,5.113,CCCC(C)(N)O
430,0.737,0.521,4.307,CC(N)CC(C)O
434,0.734,0.504,4.449,CCCC(O)NC
438,0.77,0.508,4.481,N=CCCC(=O)O
440,0.653,0.345,4.353,CC=CC(N)O
441,0.727,0.428,4.625,C=C(CCC)ON
444,0.721,0.476,4.75,CC=C(CN)CO
446,0.641,0.499,4.574,CN=CC(C)CO
447,0.637,0.351,4.594,N=CCC#CCO
449,0.631,0.466,4.329,CC(C=N)CO
451,0.877,0.475,4.124,C=C(C)C(=O)O
452,0.84,0.382,4.13,CC=C(C)C
455,0.805,0.556,4.52,COCC(C)CO
459,0.645,0.363,4.183,C#CC#CC
460,0.801,0.501,4.726,CCC=CC(N)=O
463,0.753,0.524,4.471,C=CCC=CCO
464,0.705,0.414,4.481,C=C(O)CC=CC
465,0.746,0.496,4.154,C=CCC(C)O
466,0.636,0.404,4.5,N#CCCC=C=N
467,0.892,0.512,4.17,CCCCN
470,0.835,0.526,4.31,CCC(C)COC
471,0.88,0.494,4.091,COCC(C)C
473,0.821,0.305,4.266,COCCOO
474,0.77,0.494,4.671,CC(C)CC(N)O
475,0.832,0.312,4.414,N#CC(=O)O
476,0.765,0.448,4.026,CC=CCO
478,0.762,0.47,4.369,CCCC(N)O
479,0.723,0.418,4.709,N#CC(=O)CO
480,0.733,0.465,4.01,CCC=CO
483,0.785,0.491,4.087,CC(O)CCO
484,0.741,0.448,4.145,C=CCC=CC
485,0.714,0.414,4.43,CCC=CC=CO
487,0.757,0.448,4.158,C=CC=CCC
492,0.766,0.362,4.105,CCC=CC=O
495,0.776,0.365,4.36,C=CCCC#N
497,0.698,0.421,4.093,C=CCC#N
498,0.808,0.448,4.207,C=C(C)CO
499,0.764,0.471,4.424,CC=C(C)CO
501,0.739,0.344,4.376,CC=C(C)C=O
502,0.703,0.395,4.578,CC=C(C=O)CO
503,0.766,0.329,4.145,C=C(C)C=O
504,0.778,0.299,4.552,C=C(C)C(=O)OO
505,0.655,0.463,4.621,C=C=C(C)CN
506,0.672,0.289,4.413,CC=C(O)C=O
507,0.753,0.523,4.218,CC(O)CC(C)O
508,0.943,0.43,4.19,CC(=O)O
510,0.754,0.53,4.287,C=CC(O)CCC
511,0.85,0.512,4.115,CC(=O)CCN
512,0.675,0.374,4.341,CC=CCC=C=O
513,0.684,0.404,4.62,C=CCC(O)C=O
515,0.844,0.561,4.574,CCCC(C)(C)O
517,0.704,0.299,4.773,CC(N)(O)C#N
518,0.72,0.481,4.454,CCC(O)C=O
519,0.705,0.456,4.477,CC=C(O)CO
520,0.585,0.399,4.163,CC1OCOO1
521,0.868,0.435,4.13,C1CCNC1
523,0.699,0.49,4.587,CC(C#N)CN
524,0.742,0.47,4.635,CC=C(C)CN
526,0.853,0.359,4.213,C=C(C)C(=O)OC
527,0.788,0.5,4.626,CCCC(C)(O)O
528,0.744,0.402,4.12,C1=CCC=C1
529,0.723,0.229,4.458,CCOOCO
534,0.662,0.212,4.239,CCOOC#N
537,0.765,0.29,4.315,COOCCN
538,0.769,0.345,4.404,OCCOO
543,0.699,0.489,4.42,C=CC(=C)CO
550,0.58,0.287,4.996,C=CC(C)(N)ON
552,0.74,0.484,4.51,COCC(C)C=O
553,0.595,0.33,4.36,CC(N)(O)C=C=O
557,0.744,0.475,4.179,CCC=C(O)O
558,0.573,0.319,4.395,NC=CON
559,0.706,0.493,4.464,CC(=N)C(C)CO
560,0.628,0.289,4.445,C=NCCON
564,0.639,0.369,4.454,CN=C=CC(=O)O
567,0.584,0.412,4.227,N=C=CCO
568,0.631,0.485,4.506,COCC=C=N
570,0.65,0.304,4.823,C#CC(=O)ON
576,0.656,0.377,4.76,C=C(CN)ONC
581,0.706,0.305,4.775,N=NOCCCN
584,0.871,0.534,4.15,CC(C)CCO
586,0.89,0.424,4.219,O=C(O)CO
588,0.763,0.381,4.714,NOC(=O)CO
594,0.581,0.326,4.717,CC(C=N)C(N)O
595,0.75,0.512,4.421,COCC(C)C#N
596,0.761,0.373,5.247,C=C(C)C(=O)ON
597,0.635,0.399,4.614,C=CC(C=O)CO
598,0.682,0.479,5.013,CC(CCN)ON
599,0.795,0.441,4.301,CC(C)C(N)O
605,0.719,0.492,4.328,CC(C#N)CO
607,0.746,0.31,4.124,C=C(C)COO
610,0.703,0.352,5.048,CCCC(O)NO
611,0.657,0.527,4.534,COCC(C)C=N
615,0.825,0.561,4.28,COCCC(C)O
617,0.819,0.512,4.143,CC(O)CC(=O)O
622,0.656,0.33,4.549,CC(=N)CC(N)O
627,0.727,0.519,4.71,COC(N)C(C)C
636,0.833,0.541,4.502,CC(C)C(=O)CO
638,0.77,0.421,4.228,CCC#CCO
639,0.894,0.567,4.286,CC(C)CC(=O)O
651,0.736,0.384,4.544,CCOOO
660,0.826,0.496,4.295,CC(C)CC(O)O
680,0.808,0.572,4.52,C=C(N)CCCC
681,0.922,0.469,4.279,CCCCC
682,0.631,0.399,4.446,N=CCCC=CN
683,0.886,0.411,3.767,C1CCOC1
691,0.775,0.515,4.674,CC(C)C(N)CO
701,0.801,0.363,4.431,CC(N)O
710,0.861,0.458,4.301,CC(=O)CO
711,0.563,0.18,4.732,C#CC(=N)ON
713,0.652,0.373,4.969,CC=C(CN)ON
727,0.726,0.481,4.004,CC(O)CC=O
729,0.72,0.488,4.303,CCC(C=O)OC
730,0.677,0.321,4.595,CCC(C=O)OO
741,0.838,0.4,4.239,C=CCCCO
743,0.737,0.408,4.422,CCC(C)OO
757,0.797,0.496,4.133,C=C(C)CCO
761,0.736,0.38,4.498,N=CCCCO
765,0.946,0.474,4.203,CCCCOC
771,0.795,0.496,4.457,CCC(C)OC
775,0.782,0.417,4.452,COCCCC=N
780,0.783,0.381,4.247,N#CCO
785,0.702,0.405,4.96,CC(N)C(N)CO
789,0.815,0.528,4.449,CCCC(C)OC
792,0.811,0.534,4.406,CCC(C)CO
797,0.791,0.379,4.233,C#CCCCO
798,0.79,0.505,4.656,CC(=O)CCON
810,0.799,0.508,4.202,C=C(O)CCC
823,0.644,0.423,4.539,CCC(C)OC=N
841,0.8,0.448,4.268,C=C(C)CN
880,0.774,0.33,4.074,CN=C(C)O
890,0.676,0.306,4.354,CN=C(O)CC=O
893,0.708,0.389,4.268,C=C=C(C)C(=O)O
894,0.649,0.299,4.756,CC(C=O)C(=N)O
904,0.622,0.338,4.32,CCC#CON
919,0.752,0.534,4.539,CCCC(N)OC
925,0.933,0.431,4.04,CCCC
939,0.679,0.285,4.041,N=C(O)CC=O
944,0.917,0.543,4.213,CCCC(=O)O
954,0.754,0.471,4.209,CC(=N)CCO
955,0.778,0.488,4.405,CCC(N)CO
961,0.937,0.513,4.247,CCCCCO
968,0.832,0.472,4.213,CCCC(O)O
969,0.76,0.496,4.346,C=C(CC)CO
995,0.828,0.378,4.389,C#CCCCOC
996,0.804,0.521,4.317,CC(C)(N)CCO
997,0.772,0.428,4.078,CC1CCOC1
