a,b,c,d,SMILES
7123,0.689,0.724,4.991,CC=CN(C)C1CCC(C(=O)O)C1
7125,0.786,0.695,4.937,CN1CCCC=C1CCC(=O)O
7127,0.532,0.692,5.571,CCC1CC2CC1(C(=O)O)CN2CN
7129,0.7,0.543,6.18,CC(C)CCC(C(O)CC(O)O)N(C)C
7134,0.629,0.693,5.367,CC(N)C1C=C(N(C)C)CC1C(=O)O
7135,0.661,0.696,6.225,CC1CCCC1(CC(=N)C(=O)O)N(C)C
7136,0.717,0.494,5.805,C=CCCC=CC(CCC(=O)O)N(C)C
7138,0.684,0.777,5.555,CCC(C)C1CC(N(C)C)CC1C(=O)O
7139,0.73,0.641,5.302,CCC=CC(CCC(=O)O)N(C)C
7140,0.67,0.532,6.522,C=C(C)CC=CC(CC(=C)C(=O)O)N(C)C
7141,0.677,0.642,5.288,C#CC=CC(CCC(=O)O)N(C)C
7142,0.468,0.648,5.637,CC=C1C(=N)C2(N(C)C)CC1C(=O)OO2
7143,0.683,0.396,5.522,C#CN(C)C(C=CCCC)CCC(=O)O
7144,0.756,0.655,5.188,CN1CC(=O)CC1CCC(=O)O
7146,0.494,0.654,5.011,O=C(O)C1CC2CC1C1=CN2CC1
7148,0.687,0.709,4.928,CC1CCC(CCC(=O)O)N(C)C1N
7150,0.714,0.499,5.311,CN1CC(=O)CC1CCC(=O)OO
7153,0.664,0.758,5.223,CC1C(C(=O)O)=C(CC#N)CC1N(C)C
7156,0.78,0.457,4.89,CCCCCN(C)CNC(C)C(=O)O
7158,0.684,0.714,5.381,CN(C)C1(CCC(=O)O)CCCC1CN
7160,0.714,0.734,4.823,CCCC1=CN(CC)C(CCC(=O)O)C1
7163,0.713,0.419,6.136,CCCCCC(O)(CCC(O)O)N(C)C
7164,0.81,0.59,5.591,CCCCC(CCC(=O)OC)N(C)C
7167,0.736,0.613,5.768,CCCCC(CC(=N)C(=O)O)N(C)C
7168,0.732,0.651,5.358,CC#CCC(CCC(=O)O)N(C)C
7169,0.649,0.26,5.64,C=C(C=O)C(CCCCC)(OC=O)N(C)C
7173,0.518,0.531,6.028,CN=C(C)C1CC2C(=O)C1(C(=O)O)CN2C
7174,0.649,0.715,5.921,C#CC1CCCC1(CCC(=O)O)N(C)C
7175,0.674,0.655,5.248,C=C=CCC(=CCC(=O)O)N(C)C
7176,0.744,0.644,5.731,CCCC(N)C(CCC(=O)O)N(C)C
7178,0.664,0.672,5.956,CC1CCCC1(CCC(O)O)N(C)C
7181,0.682,0.499,5.884,CC(=N)CC=CC(CCC(=O)O)N(C)C
7185,0.68,0.366,5.606,CN(C)C(C=CCCC=N)CCC(=O)O
7186,0.711,0.617,6.211,C=C(C)CCC(N)C(CCC(=O)O)N(C)C
7187,0.616,0.707,5.858,CC1CC(=O)C(CCC(=O)O)(N(C)C)ON1
7189,0.686,0.744,5.457,CCC1CC(=N)C(CCC(=O)O)N(C)C1
7191,0.481,0.538,5.584,CC1C2CC3CCOC(=O)C31CN2C
7192,0.737,0.555,5.461,CN(C#N)C(CCC(=O)O)C1CCCC1
7194,0.673,0.707,4.883,CC1CC(N(C)C)CC1(C)C(=O)O
7195,0.519,0.546,6.374,CC1C=NC2C1C(C(=O)O)CC2N(C)C#N
7197,0.674,0.696,5.645,CN(C)C1(CCC(=O)O)CCCC1C=O
7199,0.705,0.531,5.677,CN(C)C1(CCCCCN)CCC(=O)O1
7200,0.752,0.639,5.745,C=C(CC)CC(CCC(=O)O)N(C)C
7202,0.632,0.752,6.624,CCCC1CC(=CCC(=O)O)N(CO)C1C
7203,0.686,0.697,4.55,C=C1CCC(N(C)C)C=C1C(=O)O
7204,0.697,0.657,4.561,C=C1CCC(N(C)C)CC1C(=O)O
7205,0.647,0.445,5.303,C=CN(C)C(CCC(=O)CC)C(=C)CC=O
7206,0.624,0.752,5.802,C=CN(CC)C1=CC(C(=O)O)C(CCC)C1
7207,0.628,0.726,5.21,CCC1(C(=O)O)CC(N(C)C)C=CC1C
7208,0.655,0.726,6.438,CC(=O)CCC1CC(N(C)C)C(N)C1C(=O)O
7209,0.441,0.746,6.099,CCN1CC2C3=C(C(=O)O)CC1(C3)C2C
7210,0.692,0.493,5.521,CCCC1OC(=O)CC(=O)C1N(C)C
7211,0.646,0.401,5.25,CCCC1OC(=O)C(=O)CC1N(C)CN
7212,0.502,0.734,6.71,C=C1C=C2OC1CC(C(=C)CC(=O)O)N2C
7213,0.658,0.754,5.246,CCC1(C)CC(N(C)C)CC1C(=O)O
7214,0.63,0.763,5.404,CN(C)C1CC(C(=O)O)C(C)(CC#N)C1
7216,0.658,0.678,5.598,C=C(CC1CC(O)C(C)CN1C)C(=O)O
7217,0.746,0.629,5.368,C#CCCC(CCC(=O)O)N(C)C
7219,0.647,0.718,5.764,CCCC1CC(N(C)C)C(C=O)C1C(=O)O
7220,0.666,0.537,5.386,CC1=C2C(C(=O)OCN)=CN(C)C2CC1
7221,0.631,0.699,6.01,CN(C)C1CC(C(=O)O)C2CCN=C21
7222,0.773,0.633,5.834,CCCCCC(C)(CCC(=O)O)N(C)C
7223,0.796,0.64,5.797,CCCCC=C(CCC(=O)O)N(C)C
7224,0.74,0.518,5.795,C#CCCC=C(CCC(=O)O)N(C)C
7225,0.734,0.462,4.828,CN(C)C(CCCC=N)CCC(=O)O
7226,0.678,0.639,4.838,CC1C(C(=O)O)CC(N(C)C)C1O
7229,0.677,0.653,5.789,C#CC(C)CC(CCC(=O)O)N(C)CC
7230,0.777,0.628,5.65,CCCCC(C(=O)CC(=O)O)N(C)C
7232,0.632,0.587,5.37,CC1CC(C#CC(=O)O)N(C)CC1C
7233,0.654,0.651,5.513,CN1CCC2=C(C(=O)C(=O)O)C1=CC2
7234,0.714,0.629,4.805,CC(C(=O)O)=C1C(C)CCCN1C
7235,0.716,0.657,5.146,CC(=O)C1=C(C(=O)O)CC(N(C)C)C1=O
7236,0.682,0.545,4.992,C#CN1CCCCC1C(=C)CC(=O)O
7237,0.529,0.718,4.799,O=C(O)CCC1CC2=CN1C=C(O)C2
7238,0.601,0.629,4.949,CN1CC2=C(C(=O)O)CC1CC2
7240,0.748,0.666,4.529,N#CN1CCCCC1CCC(=O)O
7241,0.733,0.616,5.813,CCC(CC)CC(CCC(=O)O)N(C)C=O
7242,0.7,0.697,4.941,CN(C)C1C(N)CCCC1CC(=O)O
7243,0.638,0.48,7.016,CCC(CC(N)(CCC(=O)O)N(C)C)N=O
7244,0.769,0.725,4.614,CN(C)C1CCCCC1CC(=O)O
7245,0.685,0.626,5.351,CN(C)C(=CC(N)C(=O)O)CCCC#N
7246,0.802,0.718,5.233,CN(C)CCC1=C(C(=O)O)CCC1
7247,0.713,0.671,6.099,COC(=O)C(C)CC(CCC(C)O)N(C)C
7248,0.64,0.664,5.248,CC1=CC(CCC(=O)O)N(C)NC1C
7249,0.68,0.551,6.867,CCC(C)CC(CCC(N)(O)O)N(C)C
7250,0.744,0.676,5.82,CCC(C)CC(CCC(=O)O)N(C)CC
7251,0.837,0.728,4.543,CN1CCCCCC1CCC(=O)O
7252,0.746,0.703,5.185,CN1CCCCC=C1CC(N)C(=O)O
7253,0.674,0.777,5.778,CCCC1CC(N(C)C)C(C)C1C(=O)O
7254,0.701,0.557,5.863,C=CCCCC1CC(N(C)C)CC1C(=O)O
7255,0.683,0.784,5.585,CCCCC1CC(N(C)C)C(C)C1C(=O)O
7256,0.711,0.657,4.836,CC1CCC(C=CC(=O)O)N(C)C1
7257,0.703,0.7,5.5,C=C1CCC(CCC(=O)O)(N(C)C)C1
7259,0.721,0.751,5.245,CCCC1CC(N(C)C)CC1C(=O)O
7260,0.659,0.62,6.31,C=C(C(C)N)C(CC)C(CCC(=O)O)N(C)CC
7261,0.694,0.639,4.475,CN(C)C1CC(C(=O)O)=CCC1O
7262,0.731,0.722,4.621,CN(C)C1CCC(=O)C=C1CC(=O)O
7263,0.665,0.788,5.818,CCC1C(=O)CN(C)C(CCC(=O)O)C1C
7264,0.661,0.72,5.833,CC1CC(CCC(=O)O)N(C#N)CC1C
7265,0.634,0.749,6.086,C=C1CC(N(C)C)C(C)C(C(=O)O)C1CC
7266,0.65,0.724,5.603,C=CN1C=C(C(=O)O)C2=C(C)CCC21
7268,0.637,0.728,6.353,CC1C2=CCCC2C(C(=O)O)CC1N(C)C
7269,0.662,0.403,5.892,CCC(=O)OC1=CC(N(C)C#N)CCC1
7270,0.663,0.727,5.047,CCN(C)C1CC=C(C)C(C)(C(=O)O)C1
7271,0.65,0.717,4.822,O=C(O)CCC1CCC2CCN1C2
7272,0.753,0.778,4.849,CC(C)C1CCN(C)C(CCC(=O)O)C1
7275,0.566,0.639,5.624,CC1CCC2C=C(C(N)=O)C1N2C
7277,0.711,0.704,4.743,CCC1CCN(C=O)C(CCC(=O)O)C1
7278,0.736,0.709,5.709,CC1=C(C(=O)C(=O)O)C(N(C)C)CCC1
7280,0.453,0.63,5.579,CN(C)C1CC(C(=O)O)C2C=C=C1C2N
7281,0.753,0.639,5.707,C=C(CCC)C(CCC(=O)O)N(C)C
7282,0.646,0.747,5.892,CCCC1(N)CC(CCC(=O)O)N(C)C1C
7283,0.724,0.657,5.195,CC#CCC(CCC(=O)O)N(C)CC
7285,0.649,0.604,5.741,CC1C=C(CC(=O)O)C(N(C)C(N)N)=CC1
7286,0.569,0.704,5.754,CN(C)C1CC(C(=O)O)C2CCC=C1C2
7287,0.625,0.709,5.875,CCC1(C)CC(O)C(C=CC(=O)O)N(C)C1
7288,0.792,0.678,4.705,CN(C)C1CCCC(C(=O)O)C1
7289,0.678,0.722,4.831,C=CN1C(O)=C(C)CC1CCC(=O)O
7290,0.707,0.778,5.241,CCC1CCN(C)C(CCC(=O)O)C1C
7291,0.669,0.746,5.37,CCCC1CC(N(C)C)C=C1C(=O)O
7295,0.697,0.509,5.022,CN(C)C1CCC(=O)OC1=CC(=O)O
7296,0.716,0.712,5.211,CN(C)C1CC(CCCO)C(C(=O)O)C1
7297,0.745,0.74,5.044,CC1CCC(CCC(=O)O)N(C)C1=O
7298,0.736,0.778,5.416,CCCC1CCC(N(C)C)CC1C(=O)O
7299,0.495,0.526,5.732,CCC12CC(CC1C(=O)O)N(C=N)C2
7300,0.685,0.767,5.731,CCCC(N)C1CCC(N(C)C)CC1C(=O)O
7301,0.69,0.7,5.955,CCCC1CCC(N(C)CN)CC1C(=O)O
7302,0.672,0.723,5.548,C=C(CC)C1CC(N(C)C)CC1C(=O)O
7303,0.534,0.661,5.949,CCC1C(N)C2CC(C(=O)O)C1N2C
7304,0.731,0.374,6.634,CCCCCC(CCC(=O)O)N(C)C=NC
7305,0.75,0.751,5.243,CCCCC1CC(C(=O)O)=C(C)N1C
7306,0.705,0.648,6.076,CC=CC(CCC)C(CCC(=O)O)N(C)C
7307,0.638,0.588,6.082,CCCC1CN(C)C(CCC(=O)O)C1(N)O
7308,0.684,0.716,6.106,CCCCC1CC(C(=O)O)C(CO)N1C
7309,0.712,0.751,4.717,CCC1=C(C)N(C)C(=CCC(=O)O)C1
7310,0.864,0.716,5.431,CCN(CCCC(=O)O)CC(C)(C)C
7311,0.719,0.723,5.225,CCC1CCN(CN)C(CCC(=O)O)C1
7312,0.73,0.726,4.683,CC1=CN(C)C(CCC(=O)O)CC1
7313,0.711,0.683,4.198,CN(C)C1CC(=O)C=C1CC(=O)O
7314,0.66,0.774,6.312,CCCC1=C(C)N(C)C(O)(CCC(=O)O)C1C
7315,0.696,0.708,5.96,C=C1CCCC1C(CCC(=O)O)N(C)C
7316,0.797,0.736,5.62,CN(C)C(CCC(=O)O)C1CCCC1
7317,0.674,0.78,5.687,CC(C)C1CC(N(C)C)CC1(C)C(=O)O
7318,0.715,0.725,5.216,CN(C)C1CCC(CCN)C(C(=O)O)C1
7319,0.654,0.711,5.596,C=C1C(CC)CC(C(=O)CC(=O)O)N1C
7320,0.745,0.689,6.192,CC(=O)C(C)CCC(CCC(=O)O)N(C)C
7321,0.635,0.793,5.853,CCC1(C)CC(=N)C(C)(CCC(=O)O)N(C)C1
7322,0.677,0.728,5.425,CCC(O)C1CC(N(C)C)CC1C(=O)O
7323,0.579,0.773,5.901,CCCCC1CC2CC1(C(=O)O)CN2C
7328,0.651,0.733,5.401,CCCC1CC(N(C)C)=CC1(O)C(=O)O
7329,0.742,0.689,5.289,CCC(CC(=O)O)CC(C)N(C)C
7330,0.661,0.689,4.733,C=C(CC1=CC(=O)OC(=N)C1)N(C)C
7331,0.681,0.785,5.763,CCCCC1CC(C)(N(C)C)CC1C(=O)O
7332,0.626,0.757,5.835,CCC(N)C1CC(C)(N(C)C)CC1C(=O)O
7333,0.532,0.731,5.969,CCCC1CC2CC1(C(=O)O)C(O)N2C
7336,0.73,0.636,5.54,C=C(O)CCCC(=CCC(=O)O)N(C)C
7337,0.729,0.761,5.578,CCCCC1CC(N(C)C)CC1C(=O)O
7340,0.631,0.746,7.21,CCC1(C)CCC2CC(C(=O)O)C(O)N2C1
7342,0.572,0.729,5.835,CCC1=CN(C)C2CC(C(=O)O)C1C2
7343,0.667,0.741,5.868,CCCCC1C(C(=O)O)CC(N(C)C)C1N
7344,0.668,0.696,5.757,C=C1CC=C(CC(=O)O)C(N(C)C)C1
7345,0.748,0.702,5.64,CC1=C(CC(=O)O)C(N(C)C)CCC1
7346,0.648,0.574,6.161,C=C(CC)CC1C(C(=C)C(=O)O)CCN1C
7347,0.64,0.744,6.911,C=C(CC)CC1CC(C(=O)O)=CC(C)N1C
7348,0.66,0.717,5.53,CN(C)C1CC(N=O)CCC1CC(=O)O
7350,0.731,0.75,5.16,CCC(C)C1=C(C(=O)O)CCN1CC
7351,0.643,0.776,6.14,CCCC1CC(=CCC(=O)O)N(C)C1C
7352,0.703,0.72,5.429,CCCC1(O)CC(CCC(=O)O)N(C)C1
7354,0.733,0.751,5.798,CCCCC1=C(C(=O)O)CC(C)N1C
7357,0.712,0.746,5.753,CN1CC(CCC#N)CC1CCC(=O)O
7358,0.527,0.736,6.162,C=CC1=C2C(C(=O)O)=CNC1CC2N(C)C
7362,0.713,0.726,5.491,C=C(C)C1CCC(N(C)C)CC1C(=O)O
7363,0.689,0.749,5.687,CCC1=C(C(=O)O)C(C)C(N(C)C)C1
7364,0.659,0.722,4.461,CCC1CC(N(C)C)=CC1C(=O)O
7367,0.535,0.66,5.117,CC1CN(C)C2=CC(C(=O)O)C1C2
7368,0.658,0.697,5.347,CCC1CC(N(C)C)CC1(N)C(=O)O
7369,0.786,0.762,4.947,CCC1CCC(C)N(CCCC(=O)O)C1
7370,0.698,0.752,5.494,CCC1(C)CC(CCC(=O)O)N(C)C1
7371,0.681,0.711,5.187,CCC1=C(C(=O)O)CC(N(C)C)C1=N
7372,0.713,0.674,5.96,C=CN(C)C(C)(CCCC)CCC(=O)O
7373,0.628,0.52,5.605,CCC(N=O)C1OC(=O)CCC1N(C)C
7376,0.575,0.697,4.967,CN(C)C12CCC(=C(C(=O)O)C1)C2
7377,0.536,0.735,5.488,CCCCC1CC2(C(=O)O)CN1CO2
7379,0.757,0.694,4.901,CN1CC(CN)CCC1CCC(=O)O
7380,0.577,0.682,5.55,CCN(C)C12CC(C(=O)O)=C(CC1=O)C2=O
7381,0.55,0.691,5.983,CCN(C)C12CC(C(=O)O)=C(C1=O)C(N)C2
7382,0.833,0.754,5.496,CN(C)C1(CCC(=O)O)CCCCC1
7383,0.68,0.686,5.125,C=C(C)C(C)(CC(=O)O)C(=C)N(C)C
7384,0.784,0.723,4.892,CN(C)C1CCC(CCC(=O)O)C1
7386,0.726,0.654,5.58,C#CCCC(CCC(=O)O)N(C)C(C)C
7387,0.686,0.784,5.923,CCCC(C)C1CC(N(C)C)CC1C(=O)O
7388,0.783,0.779,5.846,CCC1CCC(CCC(=O)O)N(C)CC1
7389,0.642,0.415,6.354,CCC1=C(C(=O)O)C(=O)C(N(C)CN)C1N
7390,0.837,0.624,5.2,CCN(CC(=O)CC(=O)O)CC(C)C
7391,0.77,0.659,4.568,CN1CCCCCC1C=CC(=O)O
7393,0.754,0.723,5.03,CCCCC1CC(C(=O)O)CN1C
7394,0.683,0.754,4.894,CC1CCC(N(C)C)C1(C)CC(=O)O
7395,0.654,0.781,5.393,CC1CCC(C)(N(C)C)C1(C)CC(=O)O
7396,0.793,0.624,4.717,CC(CCCN(C)C)C(=O)CC(=O)O
7397,0.717,0.669,5.055,CC(C)C(CC(=O)O)C(C)N(C)CCO
7398,0.679,0.782,5.785,CCCC1=CN(C)C(CCC(=O)O)C(C)C1
7399,0.685,0.781,5.723,CN(C)C1CCC(C)(C)C1(C)CC(=O)O
7400,0.801,0.667,4.974,CC(CCC(=O)O)C(=O)CCN(C)C
7401,0.71,0.595,5.966,CCN(C)CCCC(C)(C=N)CCC(=O)O
7402,0.74,0.736,5.205,CCC1CC(CCC(=O)O)N(CC)C1
7404,0.721,0.776,5.037,CC(C)C1=CN(C)C(CCC(=O)O)CC1
7405,0.686,0.714,5.75,CCN1CC(C(C)N)CC1CCC(=O)O
7406,0.734,0.775,5.825,CN1C2=C(CCC2)CCC1CCC(=O)O
7407,0.885,0.661,5.016,CCN(CCCC(=O)O)CC(C)C
7408,0.609,0.556,5.957,CC1N(C)C(CCCC=N)CC1(C)C(=O)O
7409,0.673,0.779,5.904,CCCCC1CC(C)(C(=O)O)C(C)N1C
7410,0.686,0.762,6.6,CCCCC1CC(C(=O)O)C(CC)N1C
7413,0.706,0.779,6.185,CCCCC1CC(C(=O)O)CC(C)N1C
7414,0.661,0.735,5.214,C=C1C(CO)CC(C(=O)CCC)N1C
7416,0.608,0.757,5.044,CCCN1CC2CCC1(CCC(=O)O)C2
7420,0.839,0.736,4.679,CCC1(CC)CCN(CCCC(=O)O)C1
7421,0.696,0.752,5.803,C=CC=C1CC(CCC(=O)O)N(CCC)C1
7422,0.695,0.694,6.801,CCC(CC(C)(CCC(=O)O)N(C)C)OC
7423,0.82,0.654,4.888,CCC(C)CN(CC)CCCC(=O)O
7426,0.829,0.595,4.767,CC(C)CN(CC=O)CCCC(=O)O
7427,0.742,0.785,5.894,CCCCC1CCC(N(C)C)CC1C(=O)O
7429,0.566,0.701,5.395,CCC1CC2CC(C(=O)O)=C1N2C
7430,0.79,0.736,4.841,CCC1(C)CCN(CCCC(=O)O)C1
7431,0.751,0.698,5.093,CCC(C)CN1CCC(=CC(=O)O)C1
7432,0.688,0.751,5.355,CCC1CN(C)C(CCC(=O)O)C1C
7433,0.747,0.736,5.61,CCCN1CC(CC)CC1CCC(=O)O
7434,0.731,0.706,5.437,CC=C1CC(CCC(=O)O)N(CCCC)C1
7435,0.636,0.392,5.002,C#CN(C)C1(C(=O)CCC)CCC(=O)O1
7437,0.73,0.724,5.145,CCCCC1CC(C(=O)O)=C(O)N1C
7438,0.814,0.684,5.411,C=C(CCC(=O)O)N(CC)CC(C)C
7439,0.693,0.802,5.781,CC(C)C1CCN(C)C(CCC(=O)O)C1C
7440,0.743,0.653,5.829,C=CN(C)CCCC(=O)C(C)CCC(=O)O
7442,0.74,0.462,5.373,CN(C)CCCC(C=O)C(=O)CC(=O)O
7443,0.648,0.767,6.819,C=CN1CCC(C(C)C)CC1CC(N)C(=O)O
7444,0.713,0.697,5.518,CC1CCC(CC(N)C(=O)O)N(C)C1
7445,0.669,0.704,5.631,CN(C)C1CC(C(=O)O)C2CCCC=C21
7446,0.732,0.751,4.67,CCC1=C(C)N(C)C(CCC(=O)O)C1
7447,0.578,0.619,5.822,C=CN(CC)C(CCC(=O)O)C1CC(C)NN1
7449,0.675,0.725,6.01,C#CN1C=C(CCC)CCC1CCC(=O)O
7451,0.675,0.718,5.04,CC#CC1=CN(C)C(CCC(=O)O)CC1
7452,0.737,0.707,4.53,CC1CCC(N(C)C)CC1C(=O)O
7453,0.766,0.752,4.764,CCC1CCN(C)C(CCC(=O)O)C1
7454,0.64,0.804,5.974,CCCC1CC(C)C(N(C)C)C1(C)CC(=O)O
7455,0.695,0.674,5.483,C=CN(C)C(CCC(=O)O)CC(C)CC
7456,0.65,0.613,6.739,C=C1C(CNO)CCC(CCC(=O)O)N1C
7457,0.534,0.73,5.566,CCC1CC2CC1(C(=O)O)C(C)N2C
7459,0.73,0.76,6.484,CCCCC1CC(C(=O)O)=C(CC)N1C
7460,0.718,0.779,4.693,CCC1CCN(C)C(C)(CCC(=O)O)C1
7461,0.714,0.734,4.733,CCCC1=CN(C)C(CCC(=O)O)C1
