a,b,c,d,SMILES
4049,0.77,0.594,5.586,CCCCC(N=O)C(=O)O
4052,0.734,0.621,5.08,N#CCCC(N)=CCC(=O)O
4053,0.719,0.483,4.931,C=C(C)CCC(C(=O)O)N(C)O
4054,0.691,0.575,4.93,CCC(NC(C)N=O)C(=O)O
4055,0.631,0.376,4.577,C=CCC(N)C=CC(O)O
4057,0.893,0.631,4.614,CCCC(=O)CCC(=O)O
4058,0.628,0.555,4.963,C=NC(CC)CCC(N)CO
4059,0.682,0.347,4.512,C=NC(CC=CC)C(=O)OC
4060,0.716,0.573,4.602,CCC(O)C1CCC(=O)O1
4061,0.686,0.645,5.153,C=C(CCCC)c1nooc1=O
4062,0.634,0.437,4.565,CC1CCC(C=N)OC1=O
4063,0.645,0.35,5.698,N=NCCC(=N)CC(=N)C(=O)O
4064,0.81,0.585,4.762,CCCC(CO)C(=O)O
4065,0.61,0.488,5.323,CCC1(C)CCC(C)(N=O)C(=O)O1
4066,0.845,0.61,4.527,C=C(CCC(C)C)C(=O)O
4077,0.633,0.423,5.139,C#COC(C)(CCC)C(N)(N)C(=O)O
4078,0.855,0.601,4.847,CCCC(=O)C(=O)CCC(=O)O
4082,0.825,0.553,4.463,CCC(=O)CCCC(O)O
4083,0.932,0.583,4.614,O=C(O)C1CCCCC1
4084,0.72,0.573,4.902,C=C1CC(=O)CCC1C(=O)O
4086,0.775,0.47,4.193,CCC(=O)C=C(O)CC(=O)O
4087,0.756,0.541,4.966,CC=CCC(N)C(=O)O
4088,0.816,0.378,5.352,CCCCCC(N)(O)O
4090,0.818,0.466,4.546,CN=CCCCCC(=O)O
4091,0.849,0.597,4.5,C=C(CC)CCCC(=O)O
4093,0.723,0.359,4.69,C=C(CCC)C(=O)OON
4094,0.646,0.284,4.747,NC(C(=O)O)C(N)(O)CCC=O
4095,0.699,0.467,4.225,NC1(O)CCCC(C(=O)O)C1
4099,0.634,0.598,5.553,C=NC(C)(CC)CC(N)C(=O)O
4100,0.726,0.441,4.446,C=C(CC#CC)C(=O)O
4117,0.631,0.281,5.645,CC#CCC(N=O)C(=O)OO
4118,0.714,0.59,4.43,C=NC(CC)CCC(=O)O
4120,0.588,0.546,4.577,CCC1(O)N=C(C)OOC1=O
4125,0.796,0.413,4.708,NC(CCCC=O)C(=O)O
4130,0.679,0.288,4.484,C#CC(=O)C1CCC(=O)O1
4131,0.852,0.569,4.482,CC(O)CCCCC(=O)O
4137,0.774,0.565,4.346,CCCC#CCC(=O)O
4139,0.682,0.493,4.942,CCC(=NCN)C(O)CC(=O)O
4140,0.856,0.455,4.317,C#CCCCCC(=O)O
4142,0.797,0.581,4.626,CC1CCCC1C(=O)O
4144,0.699,0.465,4.851,C#CCCC(O)C(N)C(=O)O
4145,0.827,0.579,4.694,CC1=C(C(=O)O)CCC1
4150,0.487,0.442,4.015,C1=C2CC=C(C1)O2
4153,0.769,0.552,4.878,CCCC=C(N)C(=O)O
4159,0.672,0.482,4.495,C=C(C(=O)O)C(C)C#CCC
4160,0.707,0.501,4.925,CCCCC(N=C=N)C(=O)OC
4171,0.646,0.626,5.25,CCCCC1CC(=O)ON=N1
4175,0.798,0.544,4.932,N#CCCCC(N)C(=O)O
4176,0.591,0.336,4.896,C=CC1CCC(N=C)C(=O)O1
4178,0.794,0.634,4.846,CC(C)C(=O)C(O)CCC(=O)O
4194,0.867,0.6,4.581,CC(C)CCC(=O)C(=O)O
4202,0.723,0.37,4.962,NCC(N)CC(N)C(=O)O
4203,0.836,0.565,4.735,CCCCC(O)CO
4205,0.713,0.549,4.331,N=C1CCC(C(=O)O)C1
4206,0.834,0.539,4.594,O=C(O)C1(O)CCCC1
4209,0.779,0.583,4.297,C=C(C)C=CCC(=O)O
4210,0.804,0.471,4.682,C=CCCCC(C)C(=O)O
4211,0.771,0.616,4.747,CC(N)CCC(C)C(=O)O
4212,0.69,0.563,4.207,O=C(O)C1CCCC=N1
4213,0.817,0.36,4.643,C=CCCCC(=C)C(=O)O
4214,0.695,0.524,5.027,CC1CCCC(C(=O)ON)N1
4215,0.623,0.552,4.85,NC(C(=O)O)C1CCC=N1
4216,0.884,0.326,4.297,C=CCCCC(=O)OC
4217,0.871,0.442,4.32,C=C(C)CCCC(=O)OC
4218,0.704,0.471,4.394,C#CC(N)CC(=O)O
4219,0.681,0.43,4.334,CCC=C=CC(=O)O
4220,0.686,0.323,5.634,NC(C=O)C(=O)CC(N)C(=O)O
4221,0.837,0.582,5.049,CCCC(NC)C(=O)O
4222,0.783,0.538,4.736,NC1=C(C(=O)O)CCC1
4223,0.756,0.394,5.588,CCNC(CCCC=N)C(=O)O
4224,0.715,0.307,4.896,N=NCCCCC(=N)C(=O)O
4225,0.759,0.493,4.964,CC(=N)CCC(N)C(=O)O
4226,0.843,0.569,4.704,CCCCCC(O)C(=O)O
4227,0.622,0.464,5.595,C=C1CCC2C(=O)ON=C12
4228,0.705,0.595,4.317,C=C=C(CCC(=O)O)C(C)O
4229,0.709,0.379,5.701,CC#CCC(NO)C(=O)O
4230,0.777,0.636,4.756,CC(O)CCC(C)CC(=O)O
4231,0.758,0.456,4.528,C#CCCCC(C)CCO
4232,0.697,0.599,5.087,C#CCCC(N)C(C)CC(=O)O
4235,0.67,0.206,5.334,C=CC(O)=C(N)C(=O)ON
4236,0.838,0.494,4.49,COC(=O)C1=CCCC1
4237,0.943,0.428,4.304,CCCCCC(=O)OC
4238,0.821,0.572,4.504,N#CC(=O)CCCC(=O)O
4239,0.839,0.591,4.612,C=CCC(=O)CCCC(=O)O
4240,0.704,0.47,4.721,CC1CCC(N)C(=O)O1
4241,0.772,0.61,4.673,CCC=CCC(C)C(=O)O
4242,0.789,0.643,4.504,CC(CC#N)CCC(=O)O
4243,0.602,0.337,5.595,CCC(O)C(O)C(N)(N=N)C(=O)OC
4244,0.71,0.432,4.635,NCC(=CCC=O)CC(=O)O
4245,0.629,0.429,4.69,O=C1C=CCC(O)(CO)N1
4246,0.811,0.587,4.313,CC(C)C=CCC(=O)O
4247,0.708,0.568,4.942,C=C(CC#N)CC(N)C(=O)O
4249,0.668,0.54,5.006,CC(N=CCCN)C(=O)O
4254,0.836,0.561,4.39,CC(=N)CCCC(=O)O
4256,0.899,0.639,4.984,CCCCC(=O)CCCC(=O)O
4258,0.535,0.313,5.671,N=CC1(C=O)CC(O)C(C(=O)O)N1
4259,0.695,0.613,4.399,O=C(O)CC1=NN=CCC1
4260,0.856,0.645,4.916,CCCCC(C)CCC(=O)O
4261,0.827,0.375,4.833,CCCCCC(=N)C(=O)OC
4262,0.611,0.422,4.651,CC(C#CCC=O)CN
4264,0.814,0.462,4.486,CC1(C)CCCC(=O)O1
4266,0.711,0.533,5.435,CCCC(C)CC(N)(O)C(=O)O
4267,0.695,0.601,4.632,CC1C=C(C(=O)O)C(C)C1
4268,0.493,0.33,5.169,CN(N)C12CCC(=NOC1=O)C2
4269,0.588,0.57,4.75,CC1C=NC(N)(C(=O)O)CC1
4270,0.742,0.474,4.709,C#CCC(=O)CC=CC(=O)O
4271,0.819,0.665,5.022,CCCC(=O)C(C)CCC(=O)O
4272,0.643,0.39,5.7,C=C1CCCC1C(NC)C(=O)OO
4273,0.815,0.665,5.124,CCCC(=O)CCC(C)C(=O)O
4275,0.781,0.463,4.827,C#CCC(=O)C(=O)CCC(=O)O
4276,0.73,0.482,5.515,CC(=O)C=C(N)CC(N)C(=O)O
4277,0.707,0.585,4.85,CC(CC=CN)C(=O)O
4279,0.655,0.608,5.141,CON1C(C(=O)O)CCC1(C)O
4280,0.712,0.44,4.231,CC=C1CCC(=O)O1
4281,0.818,0.612,4.774,C=C(CC)C(=O)CCC(=O)O
4282,0.736,0.441,4.519,CC(=N)C#CCCC(=O)O
4284,0.789,0.615,5.073,NC=CCC(=O)CCCC(=O)O
4287,0.763,0.523,4.527,NC(C=O)CCCC(=O)O
4288,0.802,0.59,5.003,CCCC(=O)C(=N)CCC(=O)O
4289,0.826,0.639,4.81,CC(C(=O)O)C1CCCC1
4290,0.824,0.58,4.675,CNOCC1CCCC1
4291,0.721,0.598,4.827,CC(C)C(N)C=CCC(=O)O
4292,0.778,0.576,4.622,CCC(=O)C(O)CC(=O)O
4293,0.753,0.518,5.254,CCCC(N)(O)CCCC(=O)O
4299,0.856,0.603,4.915,CCCCCC(C)CC(=O)O
4302,0.827,0.478,4.564,CCC#CCCCC(=O)O
4304,0.724,0.498,4.61,CCC1CC(C)C(=O)O1
4311,0.834,0.608,4.503,CCC(O)CCCC(=O)O
4317,0.812,0.598,4.54,CC(N)C(=O)CCCC(=O)O
4319,0.814,0.61,5.079,CNC(C)C(=O)CCCC(=O)O
4320,0.833,0.64,4.583,COCC(C)CCCC(=O)O
4323,0.795,0.643,4.525,CC(C#N)CCCC(=O)O
4329,0.845,0.574,4.69,CCCCC(C)CC(=O)OC
4336,0.66,0.314,5.064,CC(O)C(O)=CCC(=O)OO
4338,0.676,0.529,5.046,CCCC(C)C(O)(NC)C(=O)O
4339,0.776,0.378,4.947,CCC(=O)C(CCC(=O)O)NN
4340,0.724,0.531,5.134,CCCC(NO)C(C)CC(=O)O
4344,0.756,0.634,4.842,CCCC(N)C(C)CC(=O)O
4345,0.799,0.602,4.239,CCC(=O)CC(O)CC(=O)O
4346,0.759,0.472,4.151,OC1=CCCC1
4347,0.772,0.599,4.674,CC(C)(C=N)CCCC(=O)O
4348,0.817,0.551,4.044,O=C1C=C(C(=O)O)CC1
4349,0.773,0.528,4.971,CCCC(O)CC(N)C(=O)O
4350,0.816,0.566,4.315,CC(=O)C=CCC(=O)O
4353,0.914,0.59,4.421,CC(=O)CCCCC(=O)O
4355,0.858,0.596,4.963,C=C(CCCC)CCCC(=O)O
4359,0.817,0.449,4.91,C=CCCCCC(N)C(=O)O
4360,0.922,0.631,4.254,CC(C)CCCC(=O)O
4363,0.77,0.633,4.698,CC(CO)CC(C)CC(=O)O
4366,0.832,0.605,4.414,CC(CO)CCCC(=O)O
4370,0.859,0.619,4.522,CC(C)(N)CCCC(=O)O
4371,0.729,0.584,4.602,CC(C#CCCO)CC(=O)O
4373,0.718,0.586,4.46,C=C(C#CCC)CC(=O)O
4374,0.782,0.615,4.825,CC(C)(C)CCC(=N)C(=O)O
4376,0.941,0.571,5.053,CCCCCCCCCC(=O)O
4380,0.759,0.523,4.694,NC(CCC=O)CC(=O)O
4381,0.636,0.468,5.057,C=NC(CCC=CO)CC(=O)O
4384,0.855,0.665,4.5,COC(C)(C)CCCC(=O)O
4385,0.532,0.432,4.509,CC1C#CC(=CC(=O)O)C1
4386,0.717,0.59,4.48,CCC#CC(C)CC(=O)O
4387,0.694,0.611,4.8,C=C(C)C#CC(C)CC(=O)O
4388,0.852,0.605,5.075,CC(C)CCCC(=O)ON
4389,0.839,0.549,4.934,CCCCCNC(C)CO
4394,0.8,0.576,4.684,O=C(O)C(=O)C1=CCCC1
4395,0.638,0.534,4.437,N=C1CC(N)C(CC(=O)O)C1
4400,0.715,0.491,4.555,NOC(=O)C1CCC(O)C1
4401,0.686,0.53,4.232,C=C(C#CC(=O)O)CC
4405,0.772,0.503,4.599,CC(N)C(O)CCC(=O)O
4409,0.8,0.573,4.609,CC(=CCCO)CC(=O)O
4411,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4414,0.82,0.576,4.139,CC(C)(O)CC(=O)CC(=O)O
4418,0.741,0.587,4.678,C#CC(C)(O)CCCC(=O)O
4419,0.889,0.659,4.524,CC(C)(C)CCCC(=O)O
4420,0.758,0.615,5.246,COC(C)(C)CCC(=N)C(=O)O
4421,0.831,0.573,4.912,CC(CCCCN)CC(=O)O
4422,0.804,0.473,4.911,C=CCCCC(C)CC(=O)O
4424,0.836,0.576,5.034,CCC(N)CCCCCC(=O)O
4425,0.818,0.662,4.792,CCC1=C(C(=O)O)CCCC1
4426,0.629,0.555,4.378,O=C(O)CC1CC#CC1
4427,0.734,0.521,4.981,CC(CC(=O)O)C(N)CCO
4428,0.794,0.47,4.573,CC(CCCC=O)CC(=O)O
4429,0.77,0.466,4.489,CC(N)CCCC(O)O
4432,0.778,0.616,4.737,CCCC(C)C(N)C(=O)O
4435,0.805,0.588,4.465,N#CCC(=O)CCCO
4436,0.773,0.621,4.898,C=C(C)CC(CC)CC(=O)O
4437,0.749,0.665,4.603,CCC(=O)C(C#N)CCC(=O)O
4438,0.822,0.668,4.867,CCCC(CC(=O)O)CC(C)C
4440,0.751,0.606,4.419,C=C=C(CC)CCC(=O)O
4441,0.833,0.484,4.895,CCC(=O)CCCC(=O)OO
4443,0.796,0.602,4.75,CCC(=O)C(O)CCC(=O)O
4448,0.782,0.634,4.993,CCCC(C)CC(N)C(=O)O
4451,0.716,0.496,4.644,C=NC(C)CCCC
4454,0.834,0.497,4.708,CCCCC#CCCC(=O)O
4458,0.836,0.668,5.046,CCC(CCCC(C)C)C(=O)O
4460,0.741,0.665,4.429,CC1CCC(C(C)C(=O)O)C1
4461,0.843,0.667,5.033,CC(C)CCCC(C)C(=O)O
4464,0.721,0.632,4.823,C#CC(C)(CCCC(=O)O)OC
4467,0.929,0.576,4.745,COCCCCCCC(=O)O
4479,0.855,0.486,4.788,CC(C)CCCC(=O)OO
4481,0.749,0.536,4.634,O=C(O)CC1CNC(C(=O)O)C1
4486,0.809,0.547,4.777,CC(N)(CCCC(=O)O)C(=O)O
4487,0.733,0.626,4.717,C#CC(CC(=O)O)CC(C)C
4491,0.93,0.574,4.455,COCCCCCC(=O)O
4492,0.772,0.682,4.974,CC(C)CC(C)C(C)C(=O)O
4498,0.791,0.651,4.781,CC(CCC(=O)O)C(C)(C)O
4503,0.752,0.539,4.688,CC(C)(O)CC(N)CC(=O)O
4505,0.9,0.597,5.021,CCCC(=O)CCCCC(=O)O
4506,0.86,0.474,4.892,CCCCCC=CCC(=O)O
4513,0.738,0.596,4.696,C=C(CC(=O)O)CC(N)CCC
4515,0.781,0.511,5.508,CCCC(CCCC(=O)O)NO
4516,0.913,0.678,4.802,O=C(O)CCCC1CCCC1
4525,0.854,0.599,5.063,CCCC(C)CCCCC(=O)O
4527,0.748,0.564,4.69,CC1=CC(C(=O)O)CCC1
4529,0.808,0.639,4.559,CCC1CCC(C(=O)O)C1
4530,0.835,0.576,4.962,CCCCCC(N)CCC(=O)O
4538,0.857,0.599,5.138,CCCCCCC(C)CC(=O)O
4541,0.787,0.597,4.538,O=C(O)CC1CCC(O)C1
4553,0.807,0.498,4.298,O=C(O)C1CCCN1
4556,0.747,0.485,4.947,O=C(O)C(O)CC=CCCO
4566,0.744,0.629,4.428,CC1(CC(=O)O)CCCO1
4569,0.762,0.447,4.88,N#CCCCC(=N)C(=O)O
4572,0.799,0.492,4.714,NC(CCCO)CC(=O)O
4600,0.873,0.588,4.258,CC(C)=CCCC(=O)O
4601,0.789,0.596,4.579,C=CC(C)CCCC(=O)O
4603,0.819,0.665,4.796,CCC(CCCC(=O)O)C(C)=O
4606,0.752,0.566,4.423,CCC(=O)CC#CC(=O)O
4613,0.697,0.654,4.999,CC(C)C1=NC(C(=O)O)CC1
4623,0.648,0.572,4.748,CCC(C)C#CC(O)C(=O)O
4625,0.707,0.553,4.413,O=C(O)CC1=CCCC1O
4636,0.815,0.708,5.478,CC(CCCC(=O)O)C(C)(C)C
4639,0.808,0.641,4.878,CC(C)C(CO)CCCC(=O)O
4641,0.786,0.643,5.146,CCCC(C)C(O)CCC(=O)O
4645,0.767,0.685,5.016,CC(C)C(C#N)CCCC(=O)O
4648,0.852,0.634,4.74,CC(C)(CN)CCCC(=O)O
4676,0.814,0.616,4.72,CC(C)CC(N)CC(=O)O
4679,0.681,0.46,5.108,C#CC(O)(C#N)CCCC(=O)O
4681,0.765,0.503,4.792,CCC(O)CC(N)C(=O)O
4683,0.784,0.379,5.105,CC(CCCC(=O)O)NN
4691,0.711,0.57,4.983,CCCC1CC(N)C(=O)O1
4706,0.818,0.641,5.104,CC(C)CC(N)CCCC(=O)O
4709,0.838,0.656,4.481,CC(C)C(C)CCC(=O)O
4720,0.781,0.692,5.062,CC(CCC(C)C(C)C)C(=O)O
4721,0.876,0.474,4.856,CC=CCCCCCC(=O)O
4738,0.798,0.543,4.673,CC(C)(O)C(O)CCC(=O)O
4742,0.719,0.45,5.018,CC(C)(O)C(=N)CCC=O
4743,0.613,0.346,5.347,C=C1CCC=NC1C(=O)OO
4783,0.841,0.61,4.55,C=C(CCC(=O)O)C(C)C
4784,0.817,0.659,4.7,CCC(=O)C(C)CCC(=O)O
4788,0.711,0.437,4.816,CCCC(N)C(O)C(NC)C(=O)O
4790,0.726,0.63,4.572,CC1(CC(=O)O)CCC(O)C1
4791,0.774,0.644,5.076,C=C(CCC(C)C(C)C)C(=O)O
4794,0.887,0.366,5.399,CCCCCCCCC(=O)OO
4799,0.776,0.634,4.791,CC(C)C(C)CC=CC(=O)O
4800,0.781,0.692,5.618,CC(CC(=O)O)CC(C)C(C)C
4805,0.717,0.608,4.606,N=C1CCC(CC(=O)O)C1
4807,0.775,0.602,4.623,CCC(CCCC(=O)O)C(C)=N
4811,0.816,0.633,4.813,CC1=C(CCC(=O)O)CCC1
4815,0.768,0.581,5.499,CCCC(N)CCCC(=O)ON
4818,0.773,0.602,4.816,CC(C)(CC=N)CCCC(=O)O
4819,0.828,0.625,5.521,CCC(CC)CCCC(=O)ON
4821,0.831,0.497,5.269,CCC(CC)CCCC(=O)OO
4824,0.797,0.68,4.305,CCC1CCC(CC(=O)O)C1
4825,0.843,0.692,5.032,CC(C)C(C)(C)CCCC(=O)O
4829,0.781,0.59,4.903,CCCC(=O)C(C)O
4830,0.808,0.615,4.756,CC(C#N)CCCCC(=O)O
4831,0.757,0.684,5.481,CCCC(C)C(C(=O)O)N(C)C
4832,0.794,0.596,4.929,C=CCC(CC)CCCC(=O)O
4833,0.883,0.645,4.701,CCC(CC)CCCC(=O)O
4834,0.669,0.635,4.359,CC(C(=O)O)C1CCC(=N)C1
4835,0.74,0.57,4.443,CC1CCC(CC(O)O)C1
4838,0.838,0.656,4.628,CC(C)CCC(C)C(=O)O
4839,0.7,0.601,5.14,CC(C=N)CCCC(C)C(=O)O
4840,0.738,0.578,4.614,CC(CC=N)CCCC(=O)O
4841,0.82,0.655,4.887,CCCCC(C(=O)O)N(C)C
4845,0.745,0.404,5.552,CC(CCCC(N)C(=O)O)OO
4849,0.847,0.669,4.902,COCC(C)(C)CCCC(=O)O
4850,0.885,0.474,5.633,CCCCCCCCC(=O)ON
4851,0.843,0.618,5.163,CCCCC(O)CCCC(=O)O
4855,0.746,0.522,5.188,CCCC(N)C(=N)CCC(=O)O
4857,0.813,0.685,4.977,CC(CCC(C)(C)C)C(=O)O
4858,0.675,0.547,5.545,CCC(C)CC(=N)C(=N)C(=O)O
4859,0.822,0.619,4.82,CCCC(N)CCCC(=O)OC
4860,0.716,0.591,4.752,NC(CC1C=CCC1)C(=O)O
4870,0.735,0.613,5.679,CC1CCCC1CC(=O)ON
4874,0.801,0.666,4.95,CC1CCCCC1CC(=O)O
4882,0.771,0.525,4.223,CCCC1COC(=O)C1
4883,0.789,0.639,4.684,CC1CCCC1CC(=O)O
4892,0.846,0.471,5.001,C=C(CCCCCC)CC(=O)O
4895,0.718,0.627,5.068,CCC1C(O)CCC1C(=O)O
4898,0.804,0.666,5.136,CCC1CCCCC1C(=O)O
4902,0.843,0.589,4.302,CC(O)CCCC(=O)O
4906,0.793,0.639,4.732,CCC1CCCC1C(=O)O
4907,0.758,0.53,5.252,CCC(=N)C(=N)CCCC(=O)O
4913,0.835,0.64,5.013,CC1(CC(=O)O)CCCC1
4946,0.808,0.659,4.798,CCC(=O)CCC(C)C(=O)O
4947,0.791,0.664,5.725,CC(CCCC(C)(C)N)C(=O)O
4968,0.704,0.273,5.03,C#CC(=N)CCCC(=O)OO
4972,0.85,0.586,4.753,NOC(=O)CC1CCCC1
4975,0.905,0.597,4.934,CCCCCC(=O)CCC(=O)O
4978,0.772,0.48,4.641,CC(C)(N)CCCC(=O)OOO
4979,0.744,0.594,4.373,CC1=CC(CC(=O)O)CC1
4989,0.713,0.478,4.613,C#CONC(CCC(C)C)C(=O)O
4990,0.676,0.48,4.884,C#CONC(CCC(C)CC)C(=O)O
4996,0.917,0.564,4.748,COC(=O)CCCC(C)C
