a,b,c,d,SMILES
1059,0.618,0.498,8.021,CCN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1C(=O)c2cc(C(N)=O)cc1c2
1060,0.585,0.322,6.895,N#CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1Cc2ccc1c(C=O)c2
1061,0.699,0.339,7.52,Nc1ccoc1-c1nc2nc(N(CCc3ccccc3)C(N)O)nc(N)n2n1
1062,0.684,0.16,7.247,Cc1cccc(CCN(c2nc(N)n3nc(-c4ccc(NN)o4)nc3n2)C(N)O)c1
1063,0.634,0.472,8.672,CN(C=C1NCc2cccc1c2)c1nc(N)n2nc(-c3ccc(CN)o3)nc2n1
1064,0.758,0.331,7.931,Cc1cccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)(N)O)c1
1065,0.616,0.489,7.744,NCN(CC1C(=O)c2cccc1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
1067,0.722,0.211,7.973,NCN(CCc1ccccc1)c1nc(NNO)n2nc(-c3cc(O)co3)nc2n1
1069,0.674,0.315,7.664,CCc1cccc(C(N)CN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(C)(N)O)c1
1070,0.64,0.415,8.254,C=Cc1cccc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2C(N)(O)O)c1
1071,0.592,0.45,7.219,NC(O)N1c2nc(n3nc(-c4ccco4)nc3n2)NC1Cc1ccccc1
1072,0.544,0.228,7.482,NCN(C(=O)C1C2=CC(C=NN)=C1C=C2)c1nc(N)n2nc(-c3ccco3)nc2n1
1074,0.726,0.416,7.696,Cc1cccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1075,0.706,0.328,9.023,CNC(Cc1ccc(N)c(C)c1)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1078,0.76,0.493,7.742,C=NCN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1079,0.622,0.475,8.426,CC1=CC2=C(N)C(CCNc3nc(NO)n4nc(-c5ccco5)nc4n3)=C1C2
1080,0.714,0.387,7.507,C=C(Cc1cc(C)cc(C)c1)N(C#CO)c1nc(N)n2nc(-c3ccco3)nc2n1
1081,0.704,0.267,8.416,Cc1cc(N)cc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1082,0.794,0.495,7.842,Cc1cccc(CCN(CO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1083,0.758,0.449,7.442,Cc1coc(-c2nc3nc(NCCc4cccc(C=N)c4)nc(N)n3n2)c1
1084,0.694,0.432,7.538,CCCc1cccc(C(O)C(=C=O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1086,0.757,0.278,7.549,Cc1c(O)ccc(CCN(C)c2nc(NN)n3nc(-c4ccco4)nc3n2)c1O
1087,0.783,0.36,8.009,N=C(O)N(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
1089,0.783,0.375,7.883,Cc1cccc(C(=O)CN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1090,0.575,0.364,8.183,Nc1nc(N(C(N)O)C2Cc3cccc2c3O)nc2nc(-c3ccco3)nn12
1091,0.678,0.392,8.6,CNc1nc(N(C(N)O)C(C)Cc2cccc(C)c2)nc2nc(-c3ccco3)nn12
1093,0.764,0.55,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(N)co4)nc3n2)c1
1097,0.611,0.536,7.875,C=NCN(C1=Cc2cccc(c2)C1)c1nc(N)n2nc(-c3ccco3)nc2n1
1098,0.614,0.511,7.301,Cc1cc2cc(c1)C(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2O
1099,0.743,0.368,8.482,Cc1ccc(O)c(C(=N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1O
1100,0.75,0.491,8.111,CCc1cccc(C=CN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1101,0.701,0.359,9.397,C=NC(O)N(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1103,0.741,0.251,7.7,Cc1ccc(C)c(CCN(CN)c2nc(NNO)n3nc(-c4ccco4)nc3n2)c1
1104,0.774,0.522,8.272,Cc1cccc(C(=N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1106,0.672,0.464,8.544,CNc1nc(N2CC(c3cccc(C)c3)CNC2O)nc2nc(-c3ccco3)nn12
1110,0.689,0.367,7.765,C=Cc1cccc(CCN(c2nc(NC)n3nc(-c4ccco4)nc3n2)C(C)(N)O)c1
1111,0.719,0.316,7.943,Nc1nc(N(CCc2cccc(CO)c2)C(N)O)nc2nc(-c3ccco3)nn12
1112,0.621,0.546,8.167,Cc1cccc(CC(N)N2C(N)=Nc3nc2nc2nc(-c4ccco4)nn32)c1
1114,0.53,0.443,8.464,Nc1ccc(-c2nc3nc(N4C(N)OC5c6cccc(c6)CC54)nc(N)n3n2)o1
1115,0.64,0.666,8.005,C=CC1=C(C)C=CC1CN(C=O)c1nc(N)n2nc(-c3ccco3)nc2n1
1116,0.762,0.357,7.725,Cc1cccc(CCN(C)c2nc(N(O)CO)n3nc(-c4ccco4)nc3n2)c1
1117,0.69,0.34,7.366,Cc1cccc(CCN(c2nc(N)n3nc(-c4cc(O)co4)nc3n2)C(N)O)c1
1118,0.683,0.158,7.905,Cc1cccc(C(C)CN(c2nc(NN)n3nc(-c4ccco4)nc3n2)C(N)(N)O)c1
1119,0.767,0.461,9.494,CNCN(CCc1cc(C)cc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1120,0.688,0.4,7.374,COc1ccoc1-c1nc2nc(N(C)CC(C)c3cc(O)cc(CN)c3)nc(N)n2n1
1122,0.703,0.267,8.281,Cc1cccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)c1N
1123,0.698,0.364,8.096,C=Nc1nc(N(CCc2ccccc2)C(N)O)nc2nc(-c3ccco3)nn12
1126,0.734,0.45,8.688,Cc1cccc(CCN(CN=O)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
1130,0.722,0.478,8.996,C=Nc1cc(C)cc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1
1131,0.635,0.551,8.313,C#Cc1cc2cc(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
1132,0.695,0.353,7.247,Cc1cccc(CCN(c2nc(N=O)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1134,0.707,0.481,8.575,C=C(Cc1cccc(C)c1)N(c1nc(N)n2nc(-c3ccco3)nc2n1)C(C)N
1135,0.708,0.267,8.347,Cc1ccc(N)c(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1136,0.736,0.29,7.153,CCNc1nc(N(CN)CCc2cccc(CO)c2)nc2nc(-c3cc(O)co3)nn12
1140,0.766,0.431,8.621,C#CN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1141,0.753,0.404,7.727,CNOCc1cc(C#N)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1142,0.534,0.434,7.413,Nc1ccc(-c2nc3nc(N(CCC4=CC5=CC=C4C5)C(N)O)nc(N)n3n2)o1
1143,0.714,0.394,8.479,N#Cc1cccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1144,0.801,0.582,8.049,Cc1ccc(C)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1145,0.796,0.499,7.738,NCN(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
1149,0.738,0.505,7.974,Cc1cccc(C2=NCN(c3nc(N=O)n4nc(-c5ccco5)nc4n3)C2)c1
1151,0.772,0.491,7.877,C=Nc1nc(N(C)CCc2cccc(C)c2)nc2nc(-c3ccco3)nn12
1152,0.584,0.553,8.123,CC12CN(c3nc(N)n4nc(-c5ccco5)nc4n3)Cc3c(cccc31)CC2=O
1153,0.712,0.34,7.049,Cc1cc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)ccc1O
1154,0.756,0.478,8.169,CCc1cc(C)cc(CCN(C)c2nc(N=N)n3nc(-c4ccco4)nc3n2)c1
1155,0.703,0.411,7.872,Cc1cccc(CCN(c2nc(N)n3nc(-c4occc4C)nc3n2)C(N)O)c1
1158,0.766,0.324,8.44,NCN(CCc1ccc(O)c(CO)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1161,0.809,0.559,7.899,Cc1cccc(CCN(C)c2ncn3nc(-c4ccco4)nc3n2)c1
1162,0.64,0.291,7.191,CNC(C)N(c1nc(N=N)n2nc(-c3ccco3)nc2n1)C(O)Cc1cccc(C)c1
1167,0.764,0.431,8.047,C#Cc1cc(CCN(CC(=O)O)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1C
1169,0.709,0.421,8.789,C=C(Cc1ccccc1)N(c1nc(N)n2nc(-c3ccco3)nc2n1)C(N)O
1170,0.721,0.267,7.569,Nc1ccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)cc1
1173,0.567,0.386,8.543,Nc1c(C=O)c2cc3c1C(CN(c1nc(N)n4nc(-c5ccco5)nc4n1)C3)O2
1174,0.504,0.705,8.26,C1=C2CC3=C1OC1C2=C3CCN1c1ncn2nc(-c3ccco3)nc2n1
1176,0.698,0.438,8.884,CNC1(O)c2ccc(C)cc2CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1177,0.767,0.54,8.351,Cc1ccc2c(c1)CC(=O)N(c1nc(N)n3nc(-c4ccco4)nc3n1)CN2
1178,0.684,0.364,8.363,CC#Cc1cc(CC(NC)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1C
1179,0.662,0.255,7.719,C#Cc1cccc(C(O)CN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1180,0.747,0.382,8.249,C=Nc1nc(N(CCc2cccc(C)c2)C(=N)N)nc2nc(-c3ccco3)nn12
1182,0.623,0.51,8.016,OCc1cccc(CC2Nc3nc(n4nc(-c5ccco5)nc4n3)N2)c1
1185,0.698,0.418,8.8,CC(Cc1ccccc1)N(c1nc(N)n2nc(-c3ccco3)nc2n1)C(N)O
1192,0.728,0.512,8.004,Cc1cccc(CC(N)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1193,0.687,0.263,7.197,Cc1cccc(CCN(c2nc(N=C=O)n3nc(-c4ccco4)nc3n2)C(N)O)c1
1197,0.711,0.416,7.497,Cc1ccoc1-c1nc2nc(N(CCc3ccccc3)C(N)O)nc(N)n2n1
1198,0.654,0.44,8.918,Cc1cccc(CC2N(O)OC(N)N2c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1201,0.744,0.473,8.438,C#Cc1cccc(C=CNc2nc(N)n3nc(-c4ccco4)nc3n2)c1O
1202,0.58,0.387,7.766,C#CN(CC1Cc2ccc1c(O)c2C#N)c1nc(N)n2nc(-c3ccco3)nc2n1
1203,0.655,0.553,9.068,Cc1cccc(C2C#CN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1C
1204,0.618,0.352,8.459,Nc1nc(N(CNO)C2=Cc3cccc(c3)C2)nc2nc(-c3ccco3)nn12
1205,0.579,0.58,8.485,Cc1cccc(C2C=C3N=C=C2N3c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1206,0.526,0.311,7.478,Cc1cc2cc(c1)C(C(O)N(C)c1nc(NON)n3nc(-c4ccco4)nc3n1)O2
1207,0.794,0.552,8.035,Cc1ccc(O)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1208,0.594,0.629,7.511,C=C(CC1=CC2=CC=C1C2)N(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
1209,0.757,0.491,7.657,C=C(Cc1cccc(C)c1)N(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
1210,0.607,0.738,8.66,C=C1C(C2=CC3=CC=C2C3)=NCCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1211,0.599,0.317,7.655,NN(CCC1=CC2=CC=C1C2)c1nc(NCO)n2nc(-c3ccco3)nc2n1
1212,0.584,0.525,7.488,C=C(C(=C=O)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1)C1=CC2=CC=C1C2
1213,0.741,0.284,7.408,O=Cc1cccc(CC=Nc2nc(NCO)n3nc(-c4ccco4)nc3n2)c1
1214,0.543,0.277,8.81,N=C(C(O)C1=CC2=CC=C1C2)N(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
1215,0.791,0.502,8.979,CCN(C(=O)Cc1cccc(CN)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1216,0.763,0.407,7.362,Cc1ccc(-c2nc3nc(N(C)C(=O)Cc4cc(N)cc(CN)c4)nc(N)n3n2)o1
1217,0.67,0.367,7.912,CN(C(=O)c1cc2c(N)cc1cc2CN)c1nc(N)n2nc(-c3ccco3)nc2n1
1218,0.668,0.201,7.748,Cc1cccc(C(O)CN(CN)c2nc(N=N)n3nc(-c4ccco4)nc3n2)c1N
1219,0.495,0.534,8.07,Nc1ccoc1-c1nc2nc3nc(n2n1)NC1c2c4cccc2C(=CN31)C4
1220,0.709,0.354,8.561,Cc1cccc(C(O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1NO
1221,0.69,0.161,7.828,CNNC(=N)c1cccc(C(O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1222,0.724,0.256,9.098,CN(CC(O)c1cccc(CNN)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1223,0.738,0.446,7.861,CN(CC(O)c1cccc(CN)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1224,0.609,0.586,8.372,Cc1cc2c3c(c1)C(C2)CN(c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1225,0.605,0.42,8.499,NNc1nc(N2Cc3c4cccc3C(C4)C2)nc2nc(-c3ccco3)nn12
1226,0.664,0.434,8.828,Cc1cccc2c1C(=O)N(c1nc(N)n3nc(-c4ccc(N=N)o4)nc3n1)CC2O
1227,0.7,0.342,7.68,Nc1nc(N2CCc3cc(C(N)O)cc(O)c3C2=O)nc2nc(-c3ccco3)nn12
1228,0.747,0.273,7.396,Cc1cc(CCN(C(=O)O)c2nc(NNO)n3nc(-c4ccco4)nc3n2)ccc1O
1229,0.759,0.444,7.673,Cc1cc2c(cc1O)C(=O)N(c1nc(NO)n3nc(-c4ccco4)nc3n1)CC2
1230,0.662,0.274,7.935,Cc1cccc2c1C(=O)N(c1nc(NN)n3nc(-c4ccco4)nc3n1)C(O)C2N
1231,0.583,0.306,7.514,Cc1cc2cc(c1)C(N(C=O)c1nc(NN)n3nc(-c4ccco4)nc3n1)C2
1232,0.725,0.381,7.478,C=C(CN(C=CO)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(C(N)=O)c1
1233,0.596,0.549,8.052,Nc1nc(N2CCC3C2=Cc2cc(CO)cc3c2)nc2nc(-c3ccco3)nn12
1234,0.71,0.324,7.085,CN(CC(O)c1cccc(CON=O)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1235,0.7,0.469,8.832,Cc1cc(CO)cc(C2CC(=N)N(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
1236,0.543,0.535,9.295,Cc1cc2cc3c1C(C)N(c1nc(N)n4nc(-c5ccco5)nc4n1)C(N)C3C2
1237,0.658,0.599,7.799,C=C(CC1=Nc2nc(nc3nc(-c4ccco4)nn23)N1)c1cccc(C)c1
1238,0.676,0.18,7.137,Cc1cccc(CC(=N)N(C=O)c2nc(N=O)n3nc(-c4oc(N)cc4N)nc3n2)c1
1239,0.692,0.356,7.281,Cc1ccoc1-c1nc2nc(N(C=O)C=Cc3cccc(CO)c3)nc(N=N)n2n1
1240,0.732,0.444,7.84,CCOCN(C=Cc1cc(C)cc(O)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1241,0.556,0.523,8.543,C=Nc1nc(N(C)C2Cc3ccc2c(CC)c3)nc2nc(-c3ccc(O)o3)nn12
1242,0.78,0.427,9.142,COCN(CCc1cccc(CO)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1243,0.722,0.284,8.005,COCN(CCc1cccc(C=CO)c1)c1nc(N)n2nc(-c3ccc(O)o3)nc2n1
1244,0.708,0.53,8.929,C=C1OC=C(c2cccc(C)c2)CN1c1nc(N)n2nc(-c3ccc(O)o3)nc2n1
1245,0.474,0.465,9.277,CC1=C2C=CC(C1)C2C(N)N(C)c1nc(N)n2nc(-c3oc(N)cc3O)nc2n1
1246,0.514,0.203,8.356,CN(CC1C2=CC(C(O)=NN)=C1C=C2)c1nc(N)n2nc(-c3cc(N)co3)nc2n1
1247,0.58,0.746,8.484,CCC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1248,0.647,0.463,9.197,Cc1cccc(C2(N)CN(c3nc(N)n4nc(-c5cc(O)co5)nc4n3)CC2C)c1
1249,0.548,0.695,9.266,CCC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3occc3O)nc2n1
1250,0.677,0.335,8.828,Cc1cccc(CC(C)N(C=N)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
1251,0.535,0.51,8.552,CN(CC1C2=C(O)C(CC=O)=C1C=C2)c1nc(N)n2nc(-c3occc3O)nc2n1
1252,0.631,0.501,8.268,CC1=CC(C=N)=C(C)C1CNc1nc(N)n2nc(-c3occc3O)nc2n1
1253,0.704,0.452,7.944,Cc1cc(C2CC(=N)N(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)ccc1N
1254,0.671,0.387,7.752,C=C1CN(c2nc(N)n3nc(-c4occc4ON)nc3n2)CC1c1cccc(C)c1
1255,0.729,0.558,9.09,Cc1cccc(C2CCN(c3nc(N)n4nc(-c5occc5O)nc4n3)C2)c1
1256,0.681,0.505,8.683,CCc1cccc2c3nc(cc12)N(c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1257,0.751,0.324,8.525,NCc1cccc(CCN(CO)c2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c1
1258,0.722,0.417,8.092,Cc1ccc(O)c(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(C)O)c1
1259,0.583,0.548,8.373,Nc1nc(N2CC3=Cc4cccc(c4)C3C2)nc2nc(-c3occc3O)nn12
1260,0.757,0.448,8.206,CCN(CCc1cc(C)ccc1O)c1nc(N)n2nc(-c3occc3O)nc2n1
1261,0.692,0.199,8.426,Cc1ccc(O)c(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(O)CNO)c1
1262,0.712,0.386,8.603,CCN(CC(O)c1cccc(CCN)c1)c1nc(N)n2nc(-c3occc3C)nc2n1
1263,0.648,0.52,7.1,C=C(CN1C(CO)=Nc2nc1nc1nc(-c3ccco3)nn21)c1ccc(O)c(C)c1
1264,0.771,0.366,7.214,CCc1cccc(CCN(C(=O)C(O)O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1265,0.644,0.491,8.065,Cc1cccc(CCN2C(N(O)O)=Nc3nc2nc2nc(-c4occc4C)nn32)c1
1266,0.765,0.379,8.104,Cc1cccc(CCN(CNO)c2ncn3nc(-c4ccco4)nc3n2)c1
1267,0.689,0.234,7.8,Cc1cccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(O)NON)c1
1268,0.548,0.383,8.237,Cc1cc2cc(c1)C(N(c1nc(N)n3nc(-c4ccco4)nc3n1)C(O)N=O)C2
1269,0.676,0.324,8.85,CNCN(CC(O)c1cccc(C)c1)c1nc(N)n2nc(-c3cc(N)co3)nc2n1
1270,0.54,0.308,9.013,NCc1cc2cc(c1)C(N(c1nc(N)n3nc(-c4ccco4)nc3n1)C(O)N=O)C2
1271,0.708,0.353,8.145,Cc1cccc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(O)N=O)c1
1272,0.587,0.773,7.854,CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1273,0.707,0.3,7.725,CNC(O)N(CCc1cccc(CN)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1274,0.768,0.587,8.266,Cc1cccc(CC2=CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1275,0.558,0.333,8.197,Cc1cccc(C(C)C2Nc3nc(nc4nc(-c5ccco5)nn34)N2CN(N)O)c1
1276,0.688,0.236,7.365,C#CNC(O)N(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1277,0.676,0.241,8.3,CNC(O)N(CCc1cccc(CN)c1)c1nc(N)n2nc(-c3occc3O)nc2n1
1278,0.541,0.687,7.778,CC1=C2C=CC(=C1)C2C(CN)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1279,0.728,0.517,7.874,C=NCN(C=Cc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1280,0.638,0.522,8.521,Cc1cccc(C2=COC3=Nc4nc(nc5nc(-c6ccco6)nn45)N3C2)c1N
1281,0.627,0.468,8.613,Cc1coc(-c2nc3nc(N4CC5=Cc6ccc(c5c6O)C4)nc(N)n3n2)c1N
