a,b,c,d,SMILES
16,0.751,0.341,7.819,C=C(Cc1ccc(OO)cc1C)Nc1nc(N)n2nc(-c3ccco3)nc2n1
17,0.803,0.35,7.578,Nc1nc(NCCc2ccc(OO)cc2)nc2nc(-c3ccco3)nn12
18,0.749,0.286,8.785,Cc1cc(OO)ccc1CCNc1nc(N)n2nc(-c3cc(O)co3)nc2n1
20,0.783,0.384,7.155,COc1cc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N)n3n2)oc1O
22,0.735,0.343,8.44,C=Nc1nc(NC(=O)Cc2ccc(O)cc2N)nc2nc(-c3occc3C)nn12
23,0.582,0.197,7.453,CC(Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=NO)c1ccc2cc1OO2
24,0.741,0.221,7.548,C=C(Cc1ccc(OO)cc1N)Nc1nc(N)n2nc(-c3ccco3)nc2n1
25,0.758,0.285,8.793,Cc1cc(OO)ccc1CCNc1nc(N)n2nc(-c3ccc(N)o3)nc2n1
26,0.735,0.266,8.039,C=Nc1nc(NCCc2ccc(OO)cc2)nc2nc(-c3occc3CC)nn12
28,0.751,0.186,7.22,NCc1cc(-c2nc3nc(NCC(=O)c4ccc(O)c(O)c4)nc(N)n3n2)oc1O
29,0.641,0.269,8.541,Cc1cc(OO)cc2c1CC(O)N2c1nc(N=N)n2nc(-c3ccco3)nc2n1
30,0.733,0.15,7.024,Cc1c(CCN(C)c2nc(NN)n3nc(-c4ccco4)nc3n2)ccc(OO)c1N
31,0.75,0.268,7.328,Nc1coc(-c2nc3nc(NCCc4ccc(OOO)cc4)nc(N)n3n2)c1
32,0.728,0.338,7.659,Cc1oc(-c2nc3nc(NCC(O)c4ccc(O)cc4)nc(N)n3n2)cc1O
33,0.779,0.317,8.078,Cc1cc(OON)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
35,0.564,0.252,7.054,Cc1cc(O)oc1-c1nc2nc3nc(n2n1)NN3C(=N)C(O)c1ccc(O)cc1
36,0.768,0.288,7.712,Nc1nc(NCCc2ccc(ONO)c(O)c2)nc2nc(-c3ccco3)nn12
38,0.732,0.278,8.896,COc1ccc(CC(N)Nc2nc(N)n3nc(-c4ccco4)nc3n2)cc1N
39,0.76,0.281,7.299,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(C)c(O)c1OO
40,0.635,0.433,7.272,Nc1ccc(-c2nc3nc(NCCc4ccc5cc4COO5)nc(N)n3n2)o1
41,0.758,0.338,7.628,Nc1nc(N(O)CCc2ccc(OO)cc2)nc2nc(-c3ccco3)nn12
42,0.727,0.276,7.641,O=Nc1nc(N(O)CCc2ccc(OO)cc2)nc2nc(-c3ccco3)nn12
44,0.744,0.273,7.037,CC(C)(CNc1nc(N=O)n2nc(-c3ccco3)nc2n1)c1ccc(OO)cc1
45,0.715,0.4,8.363,C=C1Cc2c(C)cc(OO)cc2N1c1nc(N)n2nc(-c3ccc(C)o3)nc2n1
47,0.668,0.287,6.9,CC(C=Nc1nc(N(C)O)n2nc(-c3ccco3)nc2n1)c1ccc(OO)cc1
48,0.749,0.306,7.969,COc1ccc(CCN(N)c2nc(NO)n3nc(-c4oc(C)cc4C)nc3n2)cc1
49,0.562,0.22,7.155,Oc1ccc(-c2nc3nc4nc(n3n2)NC(Cc2cc(O)c(O)cc2O)N4)o1
50,0.69,0.35,8.068,C=C1CN(c2nc(N)n3nc(-c4occ(C)c4O)nc3n2)c2cc(OO)ccc21
51,0.731,0.216,8.244,Cc1cc(OO)ccc1C#CNc1nc(N)n2nc(-c3ccco3)nc2n1
52,0.647,0.417,8.358,COOc1ccc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2)c(C)c1
53,0.561,0.18,9.091,Nc1cc(OO)c2cc1C(O)C(N)N2c1nc(N)n2nc(-c3ccco3)nc2n1
54,0.726,0.285,7.836,Cc1cc(OO)ccc1C(O)CNc1nc(N)n2nc(-c3ccco3)nc2n1
55,0.762,0.415,8.356,Nc1nc(NCC(O)c2ccc(O)cc2)nc2nc(-c3ccco3)nn12
56,0.402,0.425,7.937,Nc1ccoc1-c1nc2nc3nc(n2n1)NC1(Cc2cc1c1cc2OO1)N3
58,0.759,0.219,7.723,Cc1cc(OO)cc(N)c1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
60,0.718,0.155,8.188,NNc1nc(NCC(O)c2ccc(O)cc2N)nc2nc(-c3ccco3)nn12
62,0.746,0.276,7.37,CNc1nc(NCCc2ccc(OO)cc2)nc2nc(-c3cc(N)co3)nn12
63,0.784,0.402,8.136,Cc1cc(OO)ccc1CCNc1ncn2nc(-c3ccco3)nc2n1
64,0.704,0.519,8.109,C=COc1ccc2c(c1)CC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
68,0.624,0.443,7.902,Nc1nc(NCCC2=CC3=C(OO)C=C2C3)nc2nc(-c3ccco3)nn12
69,0.67,0.348,7.196,Nc1c2ccc(CCNc3nc(N)n4nc(-c5ccco5)nc4n3)c1OO2
70,0.713,0.224,8.075,Cc1ccc(OO)c(N(C)c2nc(NN)n3nc(-c4occc4N)nc3n2)c1
71,0.628,0.218,7.509,N=C(CNc1nc(N)n2nc(-c3oc4cc3CC4)nc2n1)c1ccc(OO)cc1
72,0.678,0.255,7.992,Cc1cc(OO)ccc1CC(O)N(O)c1ncn2nc(-c3ccco3)nc2n1
75,0.554,0.29,8.284,CC(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1cc2c#cc1cc2OO
76,0.66,0.509,7.746,Nc1nc(NCCc2ccc3cc2COO3)nc2nc(-c3ccco3)nn12
77,0.697,0.214,7.889,ONc1nc(NCC(OOO)c2ccc(O)cc2)nc2nc(-c3ccco3)nn12
79,0.743,0.302,7.518,Cc1cc(CN)c(-c2nc3nc(NCC(=N)c4ccc(O)cc4)nc(N)n3n2)o1
80,0.645,0.517,7.58,Nc1nc(NC2Cc3ccc(O)c2c3)nc2nc(-c3ccco3)nn12
81,0.73,0.291,6.919,COc1ccc(CCNc2nc(N=O)n3nc(-c4cc(N=N)c(O)o4)nc3n2)cc1
82,0.74,0.188,7.004,CNc1oc(-c2nc3nc(NCCc4ccc(OO)cc4)nc(N)n3n2)c(O)c1O
83,0.775,0.271,7.773,Nc1nc(NCCc2ccc(OO)cc2CO)nc2nc(-c3ccco3)nn12
84,0.698,0.128,7.758,C=C(Cc1ccc(OO)cc1N)N(N)c1nc(NO)n2nc(-c3ccco3)nc2n1
86,0.657,0.232,8.456,NCc1c(OO)c2cc(CCNc3nc(N)n4nc(-c5ccco5)nc4n3)c1o2
87,0.687,0.244,7.492,C=Nc1nc(NCC(O)c2ccc(OO)cc2C)nc2nc(-c3ccco3)nn12
88,0.56,0.59,8.305,C=C1C2Oc3ccc2c(c3)N1c1nc(N)n2nc(-c3ccco3)nc2n1
89,0.602,0.314,8.679,N#Cc1c2ccc(O)c1NNC2CNc1nc(N)n2nc(-c3ccco3)nc2n1
90,0.592,0.366,8.804,CC(Cc1ccc(OO)cc1)N1c2nc(n3nc(-c4ccco4)nc3n2)N1OO
92,0.611,0.414,7.355,CN1c2nc(n3nc(-c4ccco4)nc3n2)NC1Cc1ccc(OO)cc1
94,0.763,0.267,8.556,C=NOOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1
95,0.681,0.229,7.153,CC(C)(Nc1nc(N)n2nc(-c3ccc(N)o3)nc2n1)C(O)c1ccc(OO)cc1
96,0.662,0.501,7.816,Cc1cc2cc3c(Nc4nc(N)n5nc(-c6ccco6)nc5n4)c-2oc13
97,0.761,0.327,7.885,C=Cc1cc(OO)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
98,0.552,0.464,7.473,Nc1nc(NC2(O)c3cc4ccc3OC42)nc2nc(-c3ccco3)nn12
100,0.703,0.218,8.149,Cc1cc(OO)ccc1CC(N)Nc1nc(N)n2nc(-c3ccco3)nc2n1
101,0.764,0.525,8.685,COc1ccc(CC(C)Nc2nc(N)n3nc(-c4ccco4)nc3n2)cc1C
102,0.801,0.458,7.996,COc1ccc(CCNc2nc(N)n3nc(-c4cc(O)c(C)o4)nc3n2)cc1
103,0.825,0.502,7.469,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
104,0.698,0.367,7.885,C=Cc1coc(-c2nc3nc(NC(O)Cc4ccc(O)cc4)nc(N)n3n2)c1
105,0.627,0.567,7.557,CCC1(Nc2nc(N)n3nc(-c4ccco4)nc3n2)C(=O)c2cccc1c2
107,0.801,0.384,7.673,ONc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
108,0.685,0.25,7.235,Nc1nc(NC2=Cc3cc(OO)ccc3C2)nc2nc(-c3oc(O)cc3O)nn12
109,0.765,0.222,6.924,Nc1nc(NCCc2ccc(OO)c(O)c2CO)nc2nc(-c3ccco3)nn12
110,0.73,0.255,8.673,Cc1cc(OON)c(C)cc1CCNc1nc(N)n2nc(-c3occc3N)nc2n1
113,0.714,0.235,7.156,NOc1ccc(CCNc2nc(N)n3nc(-c4oc(N=O)cc4ON)nc3n2)cc1
114,0.722,0.34,8.12,Cc1cc(OO)ccc1C(C)CNc1nc(N)n2nc(-c3ccco3)nc2n1
117,0.762,0.34,9.35,Cc1cc(OO)ccc1CCNc1nc(N)n2nc(-c3occc3C)nc2n1
118,0.696,0.262,7.648,C=C(c1ccc(OO)c(C)c1)C(O)Nc1ncn2nc(-c3ccco3)nc2n1
119,0.697,0.197,9.269,Cc1cc(OON)ccc1CC(N)Nc1nc(N)n2nc(-c3ccco3)nc2n1
120,0.601,0.384,8.766,C=C(Cc1c(C)cc2cc1OO2)N(O)c1nc(N)n2nc(-c3ccco3)nc2n1
121,0.775,0.469,7.518,C=Nc1ccc(-c2nc3nc(NCCc4ccc(OC)cc4)nc(N)n3n2)o1
122,0.717,0.285,7.747,Cc1cc(OO)ccc1C(N)CNc1nc(N)n2nc(-c3ccco3)nc2n1
123,0.767,0.327,8.036,CNc1nc(NCCc2ccc(OO)cc2)nc2nc(-c3occc3C)nn12
124,0.649,0.601,8.49,CC1Cc2cccc(c2)N1c1nc(N)n2nc(-c3ccco3)nc2n1
125,0.788,0.418,7.598,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3occc3O)nn12
127,0.695,0.185,6.954,Cc1oc(-c2nc3nc(NC(C)C(=NO)c4ccc(O)cc4)nc(N)n3n2)cc1O
128,0.687,0.365,7.744,Cc1cc2cc(CCNc3nc(N)n4nc(-c5ccco5)nc4n3)c1cc2ON
134,0.741,0.285,8.566,Cc1cc(OO)ccc1CCNc1nc(N)n2nc(-c3cc(N)co3)nc2n1
135,0.753,0.205,7.871,N=C(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(OON)cc1
136,0.746,0.285,7.977,C=Nc1nc(NCCc2ccc(OO)cc2C)nc2nc(-c3ccco3)nn12
138,0.548,0.226,7.754,N=Nc1nc(N2c3cc(ccc3OO)C(O)C2O)nc2nc(-c3ccco3)nn12
140,0.744,0.365,6.957,CC(Nc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccccc1OO
141,0.617,0.367,8.44,Cc1cc(OO)c2cc1CC2Nc1nc(N)n2nc(-c3ccco3)nc2n1
142,0.764,0.235,7.95,COc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(C)c1C=NN
143,0.603,0.226,8.181,N=Cc1cc(OO)c(O)cc1CC1=Nc2nc(nc3nc(-c4ccco4)nn23)N1
144,0.605,0.267,7.837,Nc1nc(NC(O)(O)Cc2ccc3cc2OOO3)nc2nc(-c3ccco3)nn12
146,0.515,0.513,7.404,Cc1c2ccc(C(N)C3=Nc4nc(nc5nc(-c6ccco6)nn45)N3)c1OO2
148,0.652,0.475,7.727,Cc1cc(CN)c(-c2nc3nc(N4CCc5ccc(O)c4c5C)nc(N)n3n2)o1
149,0.554,0.424,7.711,OOc1ccc2cc1C(N1Nc3nc1nc1nc(-c4ccco4)nn31)C2
150,0.785,0.401,8.086,CNCc1c(OC)ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c1C
151,0.739,0.167,7.608,Cc1cc(CCNc2nc(N)n3nc(-c4occc4CN)nc3n2)cc(N)c1OO
152,0.775,0.327,8.006,CNc1nc(NCCc2ccc(OO)cc2C)nc2nc(-c3ccco3)nn12
154,0.639,0.269,7.782,ONc1nc(NCC2=Cc3cc2ccc3OOO)nc2nc(-c3ccco3)nn12
155,0.615,0.517,7.937,Nc1nc(NCCc2ccc3cc2C#CO3)nc2nc(-c3ccco3)nn12
157,0.779,0.32,7.972,Cc1cc(OOO)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
158,0.705,0.342,8.284,COc1ccc(CC(N)Nc2nc(N)n3nc(-c4cc(N)c(C)o4)nc3n2)cc1C
159,0.666,0.295,7.181,Cc1c(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c2cc(OO)c1o2
161,0.601,0.559,8.581,N=C1c2ccc3c(c2)C1N(c1nc(N)n2nc(-c4ccco4)nc2n1)O3
162,0.729,0.159,8.258,Cc1cc(OO)c(N)cc1CCNc1nc(N=N)n2nc(-c3ccco3)nc2n1
164,0.743,0.114,6.599,Cc1c(O)c(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(O)c(O)c1OO
166,0.736,0.221,8.336,NCc1cc(OO)ccc1CCNc1nc(N)n2nc(-c3cc(O)co3)nc2n1
171,0.751,0.253,8.04,Cc1cc(OO)ccc1CCN(N)c1nc(N)n2nc(-c3ccco3)nc2n1
172,0.626,0.418,7.297,NCN=C(CN1ONc2nc1nc1nc(-c3ccco3)nn21)c1ccc(O)cc1
174,0.752,0.312,8.418,Cc1cc(O)ccc1CCNc1nc(N)n2nc(-c3oc(C)c(N)c3CN)nc2n1
176,0.627,0.307,8.542,Nc1nc(NCC(O)c2cc3[nH]c2cc3O)nc2nc(-c3ccco3)nn12
177,0.727,0.197,6.612,C=C(Nc1ncn2nc(-c3cc(O)co3)nc2n1)C(=O)c1ccc(OO)cc1
179,0.778,0.504,8.802,COc1ccc(CCN(C)c2nc(N)n3nc(-c4cc(C)c(O)o4)nc3n2)cc1
180,0.721,0.28,8.026,C#Cc1cc(C#N)c(-c2nc3nc(NCCc4ccc(O)cc4N)nc(N)n3n2)o1
182,0.704,0.577,7.704,COc1ccc(CCN2CNc3nc2nc2nc(-c4ccco4)nn32)cc1
184,0.693,0.408,8.206,Cc1cc(OO)cc2c1CC(C)N2c1nc(N)n2nc(-c3ccco3)nc2n1
189,0.724,0.365,7.77,Nc1nc(NC2Cc3ccc(OO)cc3C2)nc2nc(-c3ccco3)nn12
191,0.725,0.223,7.772,C=NN(C)c1ccoc1-c1nc2nc(NCCc3ccc(OO)cc3)nc(N)n2n1
192,0.656,0.511,7.92,Cc1cc2cc(c1CCNc1nc(N)n3nc(-c4ccco4)nc3n1)OO2
193,0.597,0.26,7.874,NOc1c2ccc(C(O)CNc3nc(N)n4nc(-c5ccco5)nc4n3)c1OO2
196,0.696,0.179,7.634,Cc1cc(ONN)c(O)cc1C(O)CNc1nc(N)n2nc(-c3ccco3)nc2n1
200,0.683,0.273,8.109,N=Nc1nc(NC2Cc3ccc(OO)cc3C2)nc2nc(-c3ccco3)nn12
201,0.56,0.254,7.943,COc1ccoc1-c1nc2nc(NC3Cc4ccc(OO)c3c4)nc(N=N)n2n1
202,0.726,0.282,7.297,Cc1coc(-c2nc3nc(N=CCc4ccc(O)c(N)c4)nc(N)n3n2)c1
203,0.541,0.214,8.242,N=Nc1nc(NC2Cc3ccc(OON)c2c3)nc2nc(-c3occc3O)nn12
204,0.67,0.145,7.99,N=Nc1nc(N=CCc2cc(N)c(O)c(O)c2)nc2nc(-c3occc3O)nn12
205,0.59,0.308,8.286,Nc1nc(NC2Cc3ccc(OO)c2c3)nc2nc(-c3occc3O)nn12
206,0.753,0.331,6.989,Nc1cc(CC=Nc2ncn3nc(-c4ccco4)nc3n2)ccc1O
207,0.723,0.323,8.903,N=C=C(Cc1ccc(O)cc1)Nc1nc(N)n2nc(-c3occc3O)nc2n1
208,0.646,0.357,7.412,Cc1ccoc1-c1nc2nc(N3CCc4cc(N)c(O)c3c4)nc(N)n2n1
209,0.625,0.455,8.581,Cc1coc(-c2nc3nc(N=C4Cc5ccc(O)c4c5N)nc(N)n3n2)c1
210,0.744,0.541,7.632,Cc1coc(-c2nc3nc(N=CCc4ccc(O)cc4)nc(N)n3n2)c1
211,0.635,0.227,8.931,Nc1cc(OO)c2cc1CCN2c1nc(N)n2nc(-c3cc(O)co3)nc2n1
212,0.763,0.234,8.03,Cc1cc(O)ccc1C(=O)C(=N)Nc1nc(N)n2nc(-c3ccco3)nc2n1
213,0.73,0.498,7.185,Cc1coc(-c2nc3nc(NCC(O)c4ccc(O)cc4)ncn3n2)c1
214,0.75,0.416,8.301,C=C(Cc1ccc(O)cc1)Nc1nc(N)n2nc(-c3cc(O)co3)nc2n1
215,0.788,0.5,7.783,C=C(Cc1ccc(O)cc1)Nc1nc(N)n2nc(-c3ccco3)nc2n1
216,0.626,0.52,7.341,Oc1ccc(CC2Nc3nc(n4nc(-c5ccco5)nc4n3)N2)cc1
217,0.592,0.434,8.177,Oc1ccc(CC2Nc3nc(n4nc(-c5ccc(O)o5)nc4n3)N2)cc1
218,0.705,0.172,8.554,Cc1cc(O)ccc1CC(=Nc1nc(N)n2nc(-c3ccc(O)o3)nc2n1)OO
219,0.566,0.339,8.548,N=C(c1ccc(O)cc1)C1Nc2nc(n3nc(-c4ccc(O)o4)nc3n2)N1
220,0.751,0.34,8.629,Cc1cc(O)cc(O)c1CCNc1nc(N)n2nc(-c3ccc(O)o3)nc2n1
221,0.76,0.169,7.817,Nc1cc(CC(=O)N(O)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
222,0.775,0.246,7.61,COc1ccc(CC(=O)Nc2nc(NN)n3nc(-c4ccco4)nc3n2)c(ON)c1
223,0.736,0.194,8.249,CN=NNc1nc(N=C(N)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
224,0.742,0.385,7.645,Nc1nc(NC(N)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
225,0.731,0.372,7.596,Cc1cc(O)oc1-c1nc2nc(N(O)CCc3ccc(O)cc3)nc(N)n2n1
226,0.772,0.422,7.231,Cc1cc(CCN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
228,0.735,0.544,6.939,Cc1cc(C=C=Nc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
230,0.778,0.494,7.596,CCc1cc(C=CNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
231,0.741,0.307,7.934,CCNc1ccoc1-c1nc2nc(NC=Cc3ccc(O)c(O)c3)nc(N)n2n1
232,0.678,0.308,7.578,C=C(c1ccc(O)c(O)c1)C(C)Nc1nc(N)n2nc(-c3oc(O)cc3C)nc2n1
233,0.636,0.133,7.733,Cc1cc(CC(O)N(N)c2nc(N=N)n3nc(-c4occc4N)nc3n2)ccc1O
234,0.778,0.416,7.882,C=C(Cc1ccc(OC)cc1)Nc1nc(NO)n2nc(-c3ccco3)nc2n1
235,0.566,0.243,7.412,NN(c1nc(NOC=O)n2nc(-c3ccco3)nc2n1)C1Cc2ccc(O)c1c2
237,0.675,0.237,7.487,C=C(c1ccc(O)c(O)c1)C(C)Nc1nc(NO)n2nc(-c3cc(C)co3)nc2n1
238,0.731,0.317,6.993,CC(Cc1ccc(O)cc1O)Nc1nc(NC(N)=O)n2nc(-c3ccco3)nc2n1
239,0.708,0.339,8.69,CC(Cc1ccc(O)cc1O)Nc1nc(N)n2nc(-c3occc3N)nc2n1
240,0.639,0.169,7.367,N=CC(Nc1nc(NO)n2nc(-c3ccco3)nc2n1)C(N)c1ccc(O)cc1O
241,0.72,0.134,7.29,C=C(CNc1nc(NNN)n2nc(-c3ccco3)nc2n1)c1ccc(ON)c(N)c1
242,0.554,0.241,7.259,NC1(C(O)Nc2nc(NO)n3nc(-c4ccco4)nc3n2)Oc2ccc1cc2
243,0.724,0.187,8.19,NNc1ccc(-c2nc3nc(N(N)CCc4ccc(O)cc4)nc(NO)n3n2)o1
244,0.6,0.41,6.961,Nc1ccc(-c2nc3nc4nc(n3n2)NN4CC(N)c2ccc(O)cc2)o1
245,0.585,0.24,6.918,NNC(CN1Nc2nc1nc1nc(-c3ccc(N)o3)nn21)c1ccc(O)cc1
246,0.647,0.344,7.634,Cc1ccc(-c2nc3nc(N4CCc5ccc(O)c4c5)nc(N(C)NN)n3n2)o1
247,0.741,0.196,8.25,CN(N=O)c1c(O)ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c1N
248,0.608,0.297,7.463,CNC1CN(c2nc(NN)n3nc(-c4ccco4)nc3n2)c2cc1cc(C)c2O
249,0.793,0.459,7.442,Cc1ccc(O)cc1OCNc1nc(N)n2nc(-c3ccco3)nc2n1
250,0.742,0.13,7.687,N=C(Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=N)c1ccc(O)c(N)c1
251,0.765,0.329,8.386,COc1ccc(CCN(O)c2nc(N)n3nc(-c4ccco4)nc3n2)c(N)c1
252,0.729,0.257,7.826,CNc1ccoc1-c1nc2nc(N(O)CCc3ccc(OC)cc3N)nc(N)n2n1
253,0.633,0.414,8.917,C=c1c2c3cc(O)cc2n(-c2nc(N)n4nc(-c5ccc(O)o5)nc4n2)c1c3
254,0.736,0.328,7.128,CNc1ccoc1-c1nc2nc(NCCc3ccc(OC#N)cc3O)nc(N)n2n1
255,0.652,0.25,6.955,CC1CN(c2nc(NN)n3nc(-c4cc(O)co4)nc3n2)c2cc(O)cc(O)c21
256,0.685,0.487,8.191,CC1CN(c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c2cc(O)ccc21
257,0.679,0.216,7.482,CNc1ccoc1-c1nc2nc(NCC(O)c3c(N)cc(O)cc3O)nc(N)n2n1
259,0.735,0.389,8.01,C=COc1ccc(CCNc2nc(N)n3nc(-c4cc(C#N)co4)nc3n2)c(O)c1
260,0.59,0.467,7.19,CNC1CN(c2nc(N)n3nc(-c4cc(C#N)co4)nc3n2)c2cc1ccc2O
262,0.728,0.278,8.515,NNOc1ccc(C=CN(O)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1
263,0.642,0.534,7.89,Cc1cc2c(cc1O)N1C(=Nc3nc1nc1nc(-c4ccco4)nn31)C2=N
264,0.799,0.428,7.893,CC(=O)c1cc(O)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
265,0.664,0.109,8.736,NNNc1cc(C(N)CNc2nc(N)n3nc(-c4cc(N)co4)nc3n2)ccc1O
266,0.728,0.455,8.125,C=C1Cc2c(N)cc(O)cc2N1c1nc(N)n2nc(-c3ccco3)nc2n1
267,0.55,0.306,8.417,Nc1coc(-c2nc3nc(NC4Cc5ccc(O)c4c5)nc(N=NO)n3n2)c1
268,0.567,0.29,8.131,Cc1cc(ON)cc(N)c1C(O)C1=Nc2nc(nc3nc(-c4ccco4)nn23)N1
269,0.565,0.461,8.38,Nc1coc(-c2nc3nc(NC4Cc5ccc(O)c4c5)nc(N=O)n3n2)c1
270,0.731,0.441,8.026,Cc1oc(-c2nc3nc(N4CCc5ccc(O)cc54)nc(NC=O)n3n2)cc1N
271,0.709,0.452,7.886,Nc1coc(-c2nc3nc(NC=Cc4ccc(O)cc4)nc(N=O)n3n2)c1
272,0.722,0.447,7.899,Nc1coc(-c2nc3nc(N4CCc5ccc(O)cc54)nc(NC=O)n3n2)c1
273,0.701,0.368,8.183,CNc1nc(NC(N)Cc2ccc(O)cc2)nc2nc(-c3cc(C)co3)nn12
274,0.771,0.469,8.171,CNc1nc(NCCc2ccc(O)c(C)c2)nc2nc(-c3cc(C)co3)nn12
275,0.716,0.278,7.988,C=CN(CCc1ccc(O)c(N)c1)c1nc(N)n2nc(-c3ccc(O)o3)nc2n1
276,0.782,0.478,8.021,CNc1nc(NCCc2ccc(O)cc2)nc2nc(-c3cc(C)co3)nn12
278,0.708,0.282,7.516,Cc1coc(-c2nc3nc(NC=Cc4ccc(O)cc4)nc(N(O)CN)n3n2)c1
279,0.63,0.45,7.878,Cc1coc(-c2nc3nc4nc(n3n2)N=C(Cc2ccc(O)cc2O)N4N)c1
280,0.596,0.431,7.877,Cc1coc(-c2nc3nc(NC4C(=N)c5ccc(O)c4c5)nc(N)n3n2)c1
281,0.661,0.181,8.14,Cc1coc(-c2nc3nc(N(O)C(O)Cc4ccc(O)cc4N)nc(N)n3n2)c1
282,0.696,0.258,8.1,Cc1cc(CCN(NC(C)N)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
283,0.542,0.301,8.296,NC1=C2CC(=C1CC(O)N(O)c1nc(N)n3nc(-c4ccco4)nc3n1)C=C2O
284,0.783,0.409,7.881,CCc1cc(ON)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
285,0.771,0.375,7.391,CCCc1cc(ON)c(C)cc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
286,0.763,0.442,7.541,CC(C)c1cc(ON)ccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
288,0.624,0.372,7.76,Nc1nc(NC2Cc3ccc(OO)c2c3)nc2nc(-c3ccco3)nn12
289,0.785,0.418,7.529,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3cc(O)co3)nn12
290,0.763,0.286,7.541,Nc1coc(-c2nc3nc(NC(=O)C(=O)c4ccc(O)cc4)nc(N)n3n2)c1
291,0.779,0.455,7.936,Nc1nc(N(O)CCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
